8,272896	0,248272	7,950589	7,957003	7,971073	7,981538	7,989401	8,001548	8,020736	8,046200	8,103462	8,133677	8,160551	8,165843	8,171559	8,189970	8,219005	8,239173	8,276539	8,289465	8,297938	8,324784	8,373851	8,387639	8,472178	8,491141	8,576156	8,598065	8,654896	8,688003	8,695469	8,759433	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,265530	0,281457	7,945849	7,954849	7,964139	7,977882	7,987981	7,995371	8,004044	8,021362	8,028182	8,035069	8,047534	8,090306	8,109697	8,117705	8,126042	8,148530	8,172669	8,187489	8,195170	8,215876	8,226373	8,404917	8,444537	8,458688	8,489584	8,501095	8,525213	8,589873	8,704870	8,722758	8,770566	8,786433	8,811843	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,311966	0,293231	7,938653	7,946081	7,952920	7,965884	7,973674	7,979348	7,989161	7,995833	8,010484	8,028001	8,038135	8,049121	8,058154	8,074131	8,079801	8,113967	8,133841	8,138322	8,160839	8,175742	8,199712	8,208339	8,217231	8,265494	8,280986	8,318234	8,325930	8,363419	8,399987	8,477034	8,540255	8,568787	8,584881	8,607105	8,615272	8,621778	8,668372	8,674302	8,703414	8,727403	8,733862	8,741590	8,759089	8,788382	8,845506
8,300455	0,274516	7,939213	7,944287	7,950843	7,964210	7,976099	7,996549	8,005655	8,011330	8,018664	8,033296	8,067246	8,090605	8,098179	8,116798	8,130875	8,135566	8,162496	8,194603	8,238651	8,301130	8,360994	8,390540	8,421684	8,446444	8,459637	8,473769	8,480200	8,492966	8,518634	8,532052	8,572943	8,591804	8,613272	8,670172	8,691142	8,702573	8,738753	8,883399	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,335870	0,297908	7,949304	7,961903	7,968490	7,982809	7,991690	8,005022	8,012491	8,020548	8,027399	8,040663	8,051121	8,091803	8,106561	8,125846	8,144653	8,153649	8,184263	8,200639	8,209996	8,254551	8,363702	8,386279	8,396999	8,413199	8,463746	8,529799	8,586939	8,595532	8,617007	8,633727	8,645601	8,676621	8,695107	8,707631	8,749973	8,754627	8,769846	8,799350	8,829826	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,301940	0,265815	7,953253	7,966941	7,977811	7,989961	7,998965	8,003149	8,010068	8,019766	8,024644	8,033484	8,039440	8,068044	8,096772	8,117638	8,126933	8,132362	8,225962	8,275842	8,283255	8,296766	8,334595	8,356577	8,363675	8,392063	8,465499	8,480944	8,497732	8,504372	8,522925	8,555156	8,591803	8,599066	8,631949	8,642343	8,653536	8,664787	8,674132	8,901492	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,235735	0,240061	7,942712	7,949276	7,957044	7,970828	7,989720	7,996544	8,002947	8,010749	8,018878	8,040745	8,044097	8,062992	8,074868	8,082724	8,095827	8,139142	8,200650	8,210020	8,222451	8,239743	8,252665	8,309571	8,319847	8,349594	8,410830	8,435702	8,461866	8,483685	8,540400	8,580651	8,615783	8,628633	8,637760	8,736038	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,327195	0,288505	7,939030	7,944040	7,963539	7,978437	7,992345	8,006877	8,016203	8,078727	8,105086	8,155994	8,165077	8,169789	8,183973	8,196016	8,265654	8,271196	8,304979	8,314562	8,351736	8,392956	8,401679	8,426474	8,443591	8,478668	8,612965	8,622464	8,696646	8,736783	8,768430	8,799612	8,836031	8,850688	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,286337	0,295426	7,939797	7,949304	7,963265	7,968883	7,983253	7,999479	8,007908	8,014813	8,023530	8,029329	8,049925	8,055324	8,063502	8,072694	8,128780	8,140482	8,173483	8,201217	8,207690	8,221154	8,245273	8,285660	8,295465	8,376978	8,411783	8,466255	8,521835	8,579911	8,645308	8,705285	8,728112	8,743196	8,754272	8,764101	8,777165	8,813709	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,283492	0,255319	7,944308	7,951693	7,958053	7,963115	7,976692	7,985336	7,991687	8,000329	8,018944	8,034068	8,048670	8,057575	8,090484	8,105541	8,139807	8,152999	8,173907	8,184128	8,212972	8,228111	8,256270	8,268348	8,278840	8,307154	8,328302	8,356929	8,368045	8,380635	8,396087	8,410906	8,453619	8,469597	8,488168	8,494481	8,554733	8,568066	8,588953	8,705115	8,718987	8,750769	8,762556	8,781679	0,000000	0,000000	0,000000
