8,321307	0,267215	7,964979	7,974253	8,029491	8,051900	8,066628	8,125909	8,142817	8,170228	8,194377	8,209344	8,218317	8,233478	8,353977	8,495390	8,535874	8,556848	8,593653	8,624953	8,676758	8,749730	8,778550
8,373912	0,243139	8,076491	8,091149	8,097694	8,104845	8,119649	8,224095	8,230186	8,245898	8,278430	8,324272	8,356286	8,378019	8,386962	8,404652	8,435704	8,472000	8,548757	8,565986	8,791472	8,842292	8,877318
8,587735	0,242822	8,012712	8,264512	8,281773	8,428350	8,443337	8,535689	8,581639	8,631444	8,639413	8,648835	8,689453	8,727775	8,735985	8,751561	8,784323	8,810971	9,023728	0,000000	0,000000	0,000000	0,000000
8,306284	0,210668	8,021328	8,038637	8,046484	8,081693	8,203391	8,214919	8,240039	8,257237	8,268017	8,297959	8,410125	8,463560	8,520640	8,554582	8,624644	8,657298	0,000000	0,000000	0,000000	0,000000	0,000000
8,429430	0,237412	8,043744	8,107788	8,164746	8,324050	8,362612	8,388460	8,431908	8,458283	8,527589	8,607711	8,616173	8,671773	8,877758	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,387556	0,263513	8,051440	8,073843	8,094798	8,109996	8,134728	8,157743	8,203416	8,293809	8,440960	8,448717	8,481922	8,572907	8,598979	8,669574	8,702896	8,748131	8,804589	0,000000	0,000000	0,000000	0,000000
8,394608	0,215760	8,143603	8,200688	8,238040	8,305143	8,337116	8,604281	8,651108	8,676886	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,430230	0,214911	8,141258	8,155132	8,198744	8,215523	8,221884	8,360882	8,448662	8,483521	8,518370	8,533424	8,626156	8,665858	8,696845	8,756963	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,474250	0,185109	8,208817	8,223200	8,364985	8,394707	8,441545	8,493312	8,524981	8,658546	8,688036	8,744373	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,333014	0,211819	8,080585	8,106853	8,146939	8,436815	8,476305	8,517122	8,566482	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
