8,346572	0,255549	8,046798	8,067026	8,125728	8,137177	8,169529	8,185492	8,257310	8,293385	8,314599	8,342165	8,371325	8,627732	8,682904	8,768961	8,808441	0,000000	0,000000	0,000000	0,000000
8,364918	0,263946	7,999487	8,017337	8,060621	8,078747	8,095819	8,166863	8,211232	8,222210	8,313704	8,361396	8,383988	8,421764	8,513521	8,577517	8,612824	8,641209	8,673144	8,784059	8,797999
8,419323	0,175413	8,153042	8,231225	8,336628	8,374220	8,511719	8,521374	8,557900	8,668471	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,278656	0,266524	8,005888	8,067908	8,106721	8,274903	8,306643	8,397015	8,791517	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,207970	0,159356	8,024664	8,036599	8,048931	8,119468	8,145331	8,151816	8,217202	8,258798	8,388353	8,441408	8,455097	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,260635	0,210621	7,997171	8,019052	8,055751	8,060374	8,094378	8,168153	8,186225	8,200428	8,379956	8,393398	8,433052	8,521257	8,550643	8,589058	0,000000	0,000000	0,000000	0,000000	0,000000
8,229713	0,218990	7,998754	8,020202	8,062060	8,073835	8,112536	8,125177	8,141328	8,221469	8,374446	8,406064	8,568290	8,652397	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,365563	0,280745	8,002529	8,023051	8,066689	8,202391	8,257140	8,355644	8,377168	8,628928	8,677557	8,706452	8,723645	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,231349	0,260042	8,004946	8,009455	8,018358	8,023753	8,031138	8,036846	8,260747	8,285516	8,394329	8,433272	8,447066	8,830767	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,219266	0,293305	7,996245	8,011694	8,032999	8,050545	8,285931	8,358139	8,799309	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,314202	0,406399	7,998205	8,019613	8,023555	8,042745	8,089951	8,099430	8,768588	8,848734	8,936999	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,169911	0,260351	7,981312	7,995972	8,010996	8,017300	8,023940	8,031427	8,038290	8,083501	8,126218	8,131424	8,329741	8,696731	8,741987	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,108113	0,116510	7,986302	8,004922	8,018090	8,043030	8,093752	8,184041	8,251712	8,283052	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,343891	0,276293	8,007766	8,022315	8,033158	8,071809	8,107060	8,121362	8,231811	8,381762	8,389840	8,452319	8,592298	8,616749	8,652097	8,689509	8,788504	0,000000	0,000000	0,000000	0,000000
8,310150	0,290590	7,993932	8,028189	8,034519	8,057629	8,069916	8,081021	8,088315	8,119354	8,234057	8,363348	8,494858	8,546845	8,656165	8,710104	8,739806	8,744337	0,000000	0,000000	0,000000
8,241128	0,288791	7,981943	8,007596	8,020449	8,029961	8,055411	8,162854	8,212245	8,640195	8,646600	8,654023	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,260549	0,318508	7,999927	8,011328	8,024429	8,038320	8,049866	8,079387	8,112689	8,134010	8,306903	8,323313	8,530388	8,881266	8,895314	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,288726	0,266596	7,982218	8,012488	8,028272	8,103755	8,116188	8,222494	8,247355	8,286422	8,532065	8,541743	8,598689	8,793028	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,121153	0,163280	8,002145	8,007987	8,015886	8,022698	8,029879	8,038492	8,055387	8,059258	8,192836	8,209353	8,264247	8,555670	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,147310	0,159170	7,992557	8,000492	8,016549	8,023046	8,030465	8,047944	8,060854	8,193813	8,210898	8,215528	8,299963	8,308366	8,514560	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
