8,155318	0,209701	7,997421	8,019333	8,030618	8,041929	8,049439	8,070905	8,081197	8,171193	8,199375	8,212001	8,219874	8,770529	0,000000	0,000000	0,000000
8,101269	0,182626	7,999467	8,007390	8,014084	8,030511	8,037299	8,043860	8,054820	8,101588	8,113789	8,609879	0,000000	0,000000	0,000000	0,000000	0,000000
8,330945	0,233639	7,989411	8,025194	8,056487	8,109081	8,280959	8,325260	8,401836	8,521544	8,537899	8,552909	8,572700	8,598064	0,000000	0,000000	0,000000
8,112047	0,255610	7,981085	7,989793	8,009870	8,022778	8,036627	8,632131	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,068439	0,070498	8,002973	8,039508	8,064006	8,167270	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,277067	0,341924	7,989835	7,997814	8,005571	8,032577	8,053318	8,278091	8,613165	8,695576	8,827659	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,301030	0,253274	7,995390	8,011207	8,021095	8,035943	8,042434	8,226690	8,264380	8,275011	8,306172	8,333619	8,458691	8,545791	8,580148	8,698325	8,720548
8,250740	0,278312	7,998030	8,052463	8,058942	8,073493	8,094564	8,452210	8,584577	8,691645	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,348455	0,292829	8,000303	8,012951	8,026594	8,047705	8,164417	8,193993	8,351259	8,447793	8,471038	8,633080	8,656463	8,748839	8,775479	0,000000	0,000000
8,275650	0,292073	7,990372	8,000111	8,008620	8,022529	8,048445	8,182267	8,196229	8,269073	8,532702	8,629263	8,672739	8,755444	0,000000	0,000000	0,000000
