1,347980E+1	1,347980E+1	1,600000E+1
9,342537E+0	9,342537E+0	1,200000E+1
1,355578E+1	1,355578E+1	2,000000E+1
1,226288E+1	1,226288E+1	1,500000E+1
9,041066E+0	9,041066E+0	1,200000E+1
8,436285E+0	8,436285E+0	1,000000E+1
1,426044E+1	1,426044E+1	1,400000E+1
6,860303E+0	6,860303E+0	8,000000E+0
1,177881E+1	1,177881E+1	1,300000E+1
5,564958E+0	5,564958E+0	9,000000E+0
5,285546E+0	5,285546E+0	1,200000E+1
6,933219E+0	6,933219E+0	8,000000E+0
5,800865E+0	5,800865E+0	7,000000E+0
1,103188E+1	1,103188E+1	1,700000E+1
2,697306E+0	2,697306E+0	8,000000E+0
9,360306E+0	9,360306E+0	1,100000E+1
4,914834E+0	4,914834E+0	9,000000E+0
5,950988E+0	5,950988E+0	9,000000E+0
6,009811E+0	6,009811E+0	1,000000E+1
4,343755E+0	4,343755E+0	9,000000E+0
1,862134E+0	1,862134E+0	3,000000E+0
-2,667285E+0	-2,667285E+0	1,000000E+0
5,372555E+0	5,372555E+0	6,000000E+0
6,416062E+0	6,416062E+0	1,200000E+1
7,219985E+0	7,219985E+0	7,000000E+0
5,125619E+0	5,125619E+0	1,100000E+1
1,058028E+1	1,058028E+1	1,500000E+1
7,396455E+0	7,396455E+0	1,000000E+1
8,874399E+0	8,874399E+0	1,000000E+1
6,769004E+0	6,769004E+0	8,000000E+0
5,070472E+0	5,070472E+0	8,000000E+0
3,881132E+0	3,881132E+0	7,000000E+0
9,484694E+0	9,484694E+0	1,300000E+1
4,314343E+0	4,314343E+0	6,000000E+0
4,728559E+0	4,728559E+0	6,000000E+0
1,621937E+0	1,621937E+0	4,000000E+0
1,805148E+0	1,805148E+0	3,000000E+0
2,167894E+0	2,167894E+0	6,000000E+0
8,306383E+0	8,306383E+0	1,300000E+1
2,962625E+0	2,962625E+0	8,000000E+0
3,381744E+0	3,381744E+0	6,000000E+0
6,127317E-2	6,127317E-2	3,000000E+0
5,389712E+0	5,389712E+0	1,100000E+1
5,922801E+0	5,922801E+0	7,000000E+0
5,932605E+0	5,932605E+0	1,200000E+1
-2,628682E+0	-2,628682E+0	0,000000E+0
2,223041E+0	2,223041E+0	7,000000E+0
5,809443E+0	5,809443E+0	1,200000E+1
4,340691E+0	4,340691E+0	7,000000E+0
3,860911E+0	3,860911E+0	8,000000E+0
1,131742E+1	1,131742E+1	1,400000E+1
4,119490E+0	4,119490E+0	7,000000E+0
2,126227E+0	2,126227E+0	6,000000E+0
-7,475515E-1	-7,475515E-1	4,000000E+0
2,944243E+0	2,944243E+0	8,000000E+0
1,281252E+1	1,281252E+1	1,300000E+1
3,347430E+0	3,347430E+0	6,000000E+0
8,625624E+0	8,625624E+0	9,000000E+0
4,820471E+0	4,820471E+0	1,100000E+1
7,038612E+0	7,038612E+0	1,100000E+1
6,410547E+0	6,410547E+0	8,000000E+0
1,413789E+1	1,413789E+1	1,700000E+1
4,319245E+0	4,319245E+0	1,000000E+1
4,524515E+0	4,524515E+0	7,000000E+0
8,229177E+0	8,229177E+0	1,200000E+1
-2,224882E+0	-2,224882E+0	0,000000E+0
5,301477E+0	5,301477E+0	1,100000E+1
4,362737E-1	4,362737E-1	4,000000E+0
5,937507E+0	5,937507E+0	1,100000E+1
5,603561E+0	5,603561E+0	9,000000E+0
4,073534E+0	4,073534E+0	7,000000E+0
2,665444E+0	2,665444E+0	6,000000E+0
6,236527E+0	6,236527E+0	1,000000E+1
1,037930E+1	1,037930E+1	9,000000E+0
6,412998E+0	6,412998E+0	9,000000E+0
1,338543E+1	1,338543E+1	1,800000E+1
5,306992E+0	5,306992E+0	8,000000E+0
7,127460E+0	7,127460E+0	1,400000E+1
1,109254E+1	1,109254E+1	1,400000E+1
7,392166E+0	7,392166E+0	7,000000E+0
5,491428E+0	5,491428E+0	9,000000E+0
1,546448E+1	1,546448E+1	1,800000E+1
1,146938E+1	1,146938E+1	1,200000E+1
1,263237E+1	1,263237E+1	1,600000E+1
5,062506E+0	5,062506E+0	7,000000E+0
6,944249E+0	6,944249E+0	1,400000E+1
9,428934E+0	9,428934E+0	1,300000E+1
7,165450E+0	7,165450E+0	1,500000E+1
6,871332E+0	6,871332E+0	1,300000E+1
5,262874E+0	5,262874E+0	1,200000E+1
8,284937E+0	8,284937E+0	1,300000E+1
9,509204E+0	9,509204E+0	1,200000E+1
1,184438E+1	1,184438E+1	1,400000E+1
1,474696E+1	1,474696E+1	1,800000E+1
1,815995E+1	1,815995E+1	1,600000E+1
2,316791E+0	2,316791E+0	6,000000E+0
5,393389E+0	5,393389E+0	8,000000E+0
4,825986E+0	4,825986E+0	7,000000E+0
7,715696E+0	7,715696E+0	1,200000E+1
4,387260E+0	4,387260E+0	8,000000E+0
