8,464280	0,290507	8,008180	8,017171	8,112672	8,154430	8,421104	8,551320	8,604230	8,622884	8,629162	8,635829	8,668177	8,793231	8,817244	0,000000
8,464125	0,281835	8,009633	8,124507	8,154411	8,310697	8,618362	8,631249	8,662110	8,690135	8,704374	8,735775	0,000000	0,000000	0,000000	0,000000
8,260649	0,285214	8,039265	8,049299	8,223611	8,250590	8,740477	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,129568	0,155701	7,998614	8,006538	8,014994	8,031504	8,045687	8,065394	8,074994	8,105983	8,269817	8,392315	8,419405	0,000000	0,000000	0,000000
8,252717	0,297671	8,001460	8,012233	8,039884	8,045882	8,084134	8,165294	8,205974	8,233489	8,368254	8,799816	8,823465	0,000000	0,000000	0,000000
8,479693	0,207697	8,162862	8,352211	8,383455	8,437441	8,445647	8,532132	8,687402	8,836393	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,284026	0,209342	8,029771	8,180108	8,209116	8,485427	8,515711	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,219577	0,277659	8,005534	8,020101	8,050621	8,058417	8,108319	8,142604	8,195124	8,682631	8,712843	0,000000	0,000000	0,000000	0,000000	0,000000
8,158500	0,159563	8,015279	8,038709	8,049625	8,132730	8,336644	8,378016	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,294053	0,225897	7,998088	8,006271	8,019921	8,028494	8,332743	8,347327	8,363058	8,368658	8,385056	8,482434	8,569224	8,627358	0,000000	0,000000
8,311235	0,366186	8,006913	8,026170	8,062121	8,075733	8,376465	8,808921	8,822326	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,537634	0,200939	8,162478	8,279185	8,567484	8,634276	8,648432	8,660020	8,667676	8,681517	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,208307	0,154359	8,060521	8,079769	8,086302	8,100826	8,123332	8,218080	8,355680	8,387979	8,462269	0,000000	0,000000	0,000000	0,000000	0,000000
8,108709	0,070479	8,032243	8,046097	8,120304	8,142108	8,202794	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,053180	0,050480	7,993303	8,012618	8,022077	8,033257	8,046110	8,082529	8,086255	8,149293	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,249530	0,244248	8,002507	8,013806	8,028965	8,051994	8,066075	8,073609	8,129033	8,239459	8,288058	8,325223	8,357238	8,557560	8,617310	8,742586
8,273206	0,270819	8,001942	8,008582	8,108737	8,122304	8,168105	8,559265	8,573424	8,643292	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,347260	0,251517	7,987275	8,033763	8,064500	8,290581	8,324204	8,421236	8,464048	8,613114	8,628005	8,645874	0,000000	0,000000	0,000000	0,000000
8,325549	0,337090	8,018205	8,033351	8,040795	8,053974	8,108017	8,199190	8,307486	8,358434	8,787431	8,825646	8,848513	0,000000	0,000000	0,000000
8,296108	0,287724	8,007360	8,025971	8,046262	8,087022	8,208607	8,247660	8,284235	8,575068	8,711940	8,766955	0,000000	0,000000	0,000000	0,000000
