NaN	-0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000
8,596703	NaN	8,596703	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000
8,032684	0,010005	8,025610	8,039759	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000
8,654311	0,009545	8,647562	8,661060	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000
8,009076	NaN	8,009076	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000
8,432696	0,132501	8,284933	8,472208	8,540946
8,065636	0,076702	8,011400	8,119872	0,000000
8,590178	0,144289	8,488150	8,692206	0,000000
