8,484436	0,215636	8,154821	8,174738	8,211023	8,297380	8,310337	8,332386	8,352506	8,363440	8,415995	8,503536	8,542414	8,553881	8,560806	8,670828	8,678240	8,704582	8,728267	8,767309	8,881803
8,393119	0,165396	8,145964	8,163770	8,243393	8,251238	8,257632	8,271335	8,330003	8,442920	8,457402	8,471306	8,511904	8,520246	8,553648	8,617249	8,658777	0,000000	0,000000	0,000000	0,000000
8,350045	0,226960	8,129596	8,142878	8,157642	8,182092	8,203254	8,245727	8,280583	8,303961	8,329598	8,432409	8,610693	8,747328	8,784824	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,360998	0,167609	8,143719	8,170672	8,183266	8,206431	8,254138	8,264026	8,284915	8,410068	8,425198	8,449345	8,464087	8,552397	8,601075	8,644633	0,000000	0,000000	0,000000	0,000000	0,000000
8,475929	0,172037	8,157123	8,305383	8,322811	8,340089	8,364960	8,382926	8,414159	8,438766	8,454632	8,469269	8,543388	8,594792	8,639592	8,663131	8,744848	8,778992	0,000000	0,000000	0,000000
8,337438	0,254824	8,126271	8,145663	8,159780	8,185924	8,200879	8,205902	8,236445	8,243395	8,283403	8,741346	8,757161	8,763088	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,473721	0,276981	8,112885	8,130708	8,143106	8,194012	8,218033	8,249287	8,387689	8,418672	8,434501	8,458159	8,492402	8,723940	8,747473	8,808522	8,815163	8,850915	8,867785	0,000000	0,000000
8,446791	0,232967	8,124446	8,129889	8,142895	8,177423	8,182802	8,291648	8,335489	8,382374	8,419190	8,467459	8,478353	8,541586	8,566918	8,594905	8,629981	8,665884	8,676388	8,789460	8,891930
8,357830	0,210947	8,120630	8,144628	8,161948	8,175873	8,204754	8,212160	8,246169	8,256531	8,325868	8,432914	8,462696	8,577866	8,651737	8,689640	8,704029	0,000000	0,000000	0,000000	0,000000
8,455567	0,266208	8,125926	8,141576	8,157464	8,240491	8,270312	8,304390	8,310112	8,327602	8,374779	8,395819	8,416410	8,648627	8,678631	8,761420	8,818136	8,856759	8,916185	0,000000	0,000000
