8,331529	0,038121	8,282592	8,291019	8,297571	8,310012	8,315544	8,322362	8,332819	8,339173	8,347054	8,354148	8,364603	8,421458
8,347620	0,034362	8,291936	8,317588	8,326096	8,342489	8,357866	8,371168	8,383296	8,390525	0,000000	0,000000	0,000000	0,000000
8,342361	0,037366	8,284852	8,303083	8,308641	8,323575	8,338059	8,349238	8,362834	8,369268	8,385586	8,398476	0,000000	0,000000
8,332862	0,040863	8,277600	8,293472	8,309519	8,321496	8,334308	8,351968	8,379458	8,395075	0,000000	0,000000	0,000000	0,000000
8,377431	0,105229	8,276158	8,295854	8,315054	8,327923	8,353012	8,373686	8,399194	8,430769	8,625229	0,000000	0,000000	0,000000
8,346459	0,054508	8,279325	8,291128	8,297846	8,310909	8,329832	8,343299	8,368011	8,392334	8,420904	8,430998	0,000000	0,000000
8,347037	0,061542	8,281627	8,288857	8,291030	8,306082	8,317240	8,328691	8,337883	8,348842	8,374838	8,388952	8,405166	8,495240
8,370935	0,129665	8,289288	8,295829	8,301868	8,316503	8,339343	8,355672	8,387995	8,680980	0,000000	0,000000	0,000000	0,000000
8,393729	0,170029	8,297154	8,306261	8,314658	8,328145	8,343130	8,355560	8,359930	8,370783	8,391531	8,870139	0,000000	0,000000
8,855053	0,188169	8,640540	8,755850	8,987856	9,035966	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
