8,110441	0,165624	8,005369	8,029878	8,049093	8,357422	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,194543	0,166069	8,001894	8,032625	8,255113	8,334527	8,348555	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,192692	0,168544	8,024225	8,035029	8,043906	8,115445	8,126844	8,167239	8,209917	8,235198	8,258049	8,283035	8,620721
8,112045	0,037642	8,085428	8,138663	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,081494	0,083321	8,022577	8,140410	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,200329	0,277067	8,027381	8,053711	8,519897	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,155205	0,189301	7,999562	8,011739	8,049806	8,055739	8,072548	8,092710	8,110114	8,129369	8,140795	8,454715	8,590159
8,220940	0,165475	8,031119	8,296930	8,334771	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,173074	0,173542	8,011470	8,019171	8,040954	8,129657	8,245240	8,286026	8,479000	0,000000	0,000000	0,000000	0,000000
8,547508	0,137431	8,370869	8,536826	8,578709	8,703626	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,479554	0,403371	8,014351	8,692205	8,732105	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,156422	0,170831	7,997696	8,056476	8,188515	8,382998	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,206391	0,224029	8,004288	8,017452	8,023803	8,073082	8,154042	8,213636	8,251427	8,263906	8,302016	8,760263	0,000000
8,150025	0,161231	8,011857	8,025354	8,065566	8,292799	8,354549	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,277542	0,240655	8,008747	8,093790	8,150615	8,220694	8,280781	8,489854	8,698309	0,000000	0,000000	0,000000	0,000000
8,117626	0,228314	8,000705	8,014660	8,029488	8,036322	8,041922	8,582656	0,000000	0,000000	0,000000	0,000000	0,000000
8,285772	0,255398	8,007188	8,042876	8,055941	8,082740	8,103899	8,268041	8,325372	8,372174	8,505541	8,643328	8,736390
8,046852	0,045729	8,009774	8,021522	8,034118	8,043420	8,125428	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,302960	0,472377	8,007405	8,053717	8,847758	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,326903	0,340237	7,990236	8,019224	8,332058	8,487242	8,805754	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
