8,286869	0,256181	7,946355	7,956481	7,961869	7,971802	7,982872	7,995232	8,008004	8,015995	8,035438	8,061862	8,067592	8,092387	8,152923	8,165257	8,197391	8,209775	8,216974	8,236592	8,255666	8,260105	8,268283	8,277352	8,297000	8,316336	8,339768	8,353381	8,379378	8,426039	8,512521	8,521298	8,543448	8,595983	8,605627	8,683645	8,709360	8,747946	8,762910	8,770160	0,000000	0,000000	0,000000	0,000000
8,251629	0,272584	7,944094	7,953079	7,959984	7,967165	7,975459	7,983327	7,990865	7,999165	8,008685	8,015082	8,020623	8,032266	8,039038	8,050160	8,065503	8,078000	8,084483	8,097008	8,115720	8,128935	8,199372	8,213624	8,324889	8,331013	8,371466	8,386435	8,417669	8,472712	8,495856	8,524394	8,586175	8,590957	8,600028	8,621236	8,648874	8,723868	8,766414	8,778270	0,000000	0,000000	0,000000	0,000000
8,271925	0,263591	7,943869	7,958062	7,965488	7,973691	7,979647	7,993582	8,004820	8,016300	8,029056	8,037616	8,045685	8,058517	8,062899	8,077581	8,109359	8,122785	8,130088	8,147484	8,153915	8,171554	8,197646	8,203686	8,220558	8,243355	8,263130	8,276514	8,428132	8,446569	8,458688	8,477235	8,494321	8,512515	8,519221	8,540427	8,600423	8,633040	8,676748	8,694938	8,717595	8,727321	8,834859	0,000000
8,340500	0,276385	7,946031	7,960618	7,967193	7,976340	7,987945	7,998543	8,006687	8,020064	8,050593	8,069468	8,108813	8,122656	8,129479	8,168601	8,181901	8,239166	8,268718	8,291421	8,311199	8,325735	8,340446	8,366967	8,371483	8,420211	8,472699	8,533356	8,555376	8,567861	8,607084	8,612963	8,627005	8,642130	8,657263	8,675157	8,682812	8,706736	8,738062	8,750919	8,819785	0,000000	0,000000	0,000000
8,306927	0,276081	7,947915	7,955975	7,961725	7,967927	7,975694	7,989950	8,005632	8,011950	8,018826	8,054671	8,081909	8,098289	8,105309	8,197739	8,217667	8,259164	8,273906	8,332738	8,353778	8,359119	8,399580	8,416969	8,429201	8,450191	8,559275	8,581071	8,601997	8,619390	8,629258	8,643610	8,693308	8,715070	8,737141	8,789574	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,255162	0,268944	7,939682	7,947247	7,953788	7,962527	7,968492	7,974900	7,986430	8,001602	8,008550	8,021917	8,029472	8,036736	8,054272	8,096212	8,103501	8,129676	8,141743	8,165168	8,178327	8,188070	8,194988	8,218642	8,226306	8,264773	8,378212	8,438155	8,519739	8,535496	8,548188	8,586302	8,598179	8,609553	8,625164	8,648248	8,669179	8,736763	8,754799	0,000000	0,000000	0,000000	0,000000	0,000000
8,277607	0,247783	7,939744	7,951574	7,964772	7,970788	7,977741	7,986484	8,000466	8,012494	8,019117	8,028076	8,075192	8,095370	8,101185	8,109479	8,120879	8,133840	8,145520	8,166095	8,179067	8,192401	8,222010	8,235980	8,242828	8,289483	8,303123	8,331248	8,344762	8,408422	8,432355	8,444567	8,475463	8,508398	8,531386	8,539962	8,554501	8,585241	8,607322	8,648892	8,676279	8,683510	8,689267	8,734198
8,298902	0,255178	7,938882	7,945825	7,959239	7,965916	7,978606	7,984329	7,998427	8,013040	8,032586	8,043964	8,068617	8,075199	8,084354	8,115499	8,127565	8,139398	8,159694	8,241304	8,251570	8,316323	8,339116	8,364592	8,372783	8,378465	8,410739	8,444064	8,450850	8,492320	8,521718	8,526627	8,537261	8,564087	8,581726	8,595428	8,609491	8,617407	8,633017	8,646903	8,681585	8,747556	0,000000	0,000000
8,239764	0,262190	7,939959	7,951236	7,961232	7,968693	7,982799	7,996978	8,020122	8,024654	8,037960	8,044520	8,049798	8,077836	8,110236	8,174413	8,237023	8,250474	8,271690	8,275773	8,289387	8,366820	8,416981	8,427695	8,462084	8,484168	8,616558	8,722743	8,734619	8,816943	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,281328	0,242708	7,945332	7,959817	7,968103	7,975827	7,980822	7,992886	8,003416	8,017502	8,031421	8,046457	8,113994	8,146951	8,168254	8,180568	8,193729	8,206590	8,227486	8,239906	8,250953	8,268241	8,274005	8,339005	8,391592	8,414018	8,420887	8,428681	8,459921	8,468718	8,537592	8,551479	8,571922	8,610266	8,661827	8,672799	8,679677	8,727169	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
