8,138906	0,146870	7,960285	7,964821	7,973681	7,981309	7,998021	8,008670	8,028043	8,035787	8,046412	8,073169	8,114669	8,134530	8,142775	8,155441	8,213457	8,243290	8,249506	8,262762	8,295673	8,339774	8,388664	8,445183	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,127558	0,136924	7,945046	7,954310	7,961283	7,967192	7,974134	7,984602	7,996997	8,008254	8,016685	8,031637	8,052846	8,084418	8,095937	8,128861	8,139870	8,160529	8,182062	8,188961	8,201295	8,218423	8,232767	8,262114	8,283817	8,292020	8,332381	8,370321	8,377301	0,000000	0,000000	0,000000	0,000000
8,142948	0,161407	7,942212	7,950413	7,955820	7,965708	7,972973	7,982050	7,996519	8,010121	8,015063	8,022678	8,035860	8,042330	8,055873	8,069049	8,080931	8,092883	8,112548	8,126921	8,177011	8,187603	8,227211	8,240817	8,247733	8,261238	8,283154	8,334417	8,349876	8,358523	8,381420	8,448786	8,503640
8,128150	0,122430	7,952361	7,966544	7,974290	7,989415	7,997379	8,005888	8,019453	8,025304	8,047239	8,052216	8,061725	8,079278	8,089807	8,102232	8,109225	8,151054	8,168744	8,174500	8,181193	8,200388	8,208351	8,212465	8,221748	8,260811	8,278213	8,322927	8,343056	8,392382	0,000000	0,000000	0,000000
8,122518	0,149735	7,931565	7,956203	7,962142	7,967725	7,974961	7,982694	7,993542	8,000722	8,008569	8,014944	8,023125	8,031567	8,048754	8,087270	8,098482	8,105642	8,119478	8,136021	8,167633	8,215286	8,247269	8,272242	8,277914	8,288210	8,336343	8,371093	8,391960	8,419137	0,000000	0,000000	0,000000
8,172209	0,163721	7,947092	7,967906	7,975191	7,980634	7,991181	7,996762	8,011451	8,018127	8,066733	8,106628	8,147361	8,156304	8,168560	8,194181	8,234375	8,265844	8,295579	8,301647	8,348887	8,362883	8,376201	8,397191	8,406560	8,415747	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,130757	0,156240	7,940179	7,947118	7,953589	7,961834	7,975915	7,982468	7,990077	7,995011	8,007041	8,018892	8,047820	8,053251	8,060414	8,089596	8,112863	8,136321	8,143985	8,165040	8,173524	8,220463	8,241652	8,260476	8,271560	8,310356	8,330769	8,384849	8,392179	8,493945	0,000000	0,000000	0,000000
8,163720	0,166131	7,947057	7,955893	7,966799	7,975089	7,987094	7,998289	8,011765	8,024413	8,064575	8,105941	8,122152	8,171681	8,207940	8,220544	8,231865	8,243779	8,249501	8,265692	8,344891	8,384906	8,417214	8,421763	8,446715	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,131054	0,163200	7,944680	7,949929	7,959220	7,966270	7,972188	7,979326	7,993579	8,006814	8,013924	8,029969	8,038137	8,053280	8,066910	8,091378	8,096112	8,102508	8,138696	8,163278	8,215457	8,222256	8,240538	8,301244	8,311756	8,366832	8,387920	8,403730	8,522538	0,000000	0,000000	0,000000	0,000000
8,114415	0,119254	7,948496	7,955587	7,965193	7,973336	7,986925	7,996756	8,009275	8,017420	8,028744	8,051949	8,058464	8,067950	8,079965	8,087749	8,093618	8,100648	8,108079	8,119090	8,129710	8,141857	8,153788	8,175207	8,187066	8,207365	8,241962	8,247101	8,261642	8,295014	8,309644	8,432844	0,000000
