8,224519	0,209881	7,948927	7,982117	8,010350	8,034313	8,047236	8,063725	8,071819	8,082148	8,130985	8,146395	8,202629	8,276752	8,382869	8,387419	8,399047	8,428638	8,521008	8,563142	8,586333	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,211015	0,199950	7,929138	7,938999	7,943670	7,959211	7,970968	7,997478	8,024861	8,037969	8,047218	8,149036	8,212004	8,234952	8,240251	8,256466	8,299090	8,308786	8,330981	8,347858	8,356148	8,360601	8,374778	8,401003	8,433114	8,463062	8,657742
8,305874	0,229239	7,940342	7,991758	8,026991	8,075577	8,087671	8,108299	8,288343	8,323301	8,328376	8,370145	8,398883	8,407867	8,479360	8,534304	8,579660	8,623582	8,635407	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,231425	0,242176	7,912393	7,926726	7,941643	7,956685	7,968046	8,074614	8,109896	8,118658	8,145166	8,180912	8,201451	8,227133	8,260375	8,305374	8,496582	8,503670	8,536150	8,543939	8,590887	8,628203	0,000000	0,000000	0,000000	0,000000	0,000000
8,215677	0,207799	7,934490	7,955169	7,967550	8,024691	8,067006	8,072363	8,195577	8,233010	8,255556	8,274229	8,314718	8,407843	8,483177	8,495987	8,553793	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,218384	0,219551	7,928455	7,962284	7,967570	8,006937	8,041154	8,077649	8,083124	8,122644	8,198764	8,207822	8,257067	8,334101	8,446500	8,475241	8,499785	8,535856	8,567569	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,200243	0,200955	7,946642	7,964957	8,011788	8,045822	8,052750	8,059955	8,198252	8,225011	8,257194	8,267867	8,351949	8,361445	8,407934	8,651839	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,170138	0,183236	7,950652	7,965121	7,987649	8,000552	8,007634	8,015385	8,036386	8,058655	8,073204	8,081897	8,109710	8,184192	8,228471	8,249411	8,286181	8,351855	8,407354	8,433400	8,468293	8,506751	0,000000	0,000000	0,000000	0,000000	0,000000
8,217006	0,223913	7,925267	7,973737	7,995170	8,019303	8,035315	8,056196	8,068882	8,166204	8,179619	8,262678	8,329341	8,372940	8,415204	8,491613	8,556852	8,623780	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,241674	0,192377	7,933266	7,977650	7,990586	8,141989	8,217741	8,238160	8,252262	8,261767	8,297046	8,369006	8,448298	8,472111	8,541879	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
