8,008091	0,068177	7,931462	7,942486	7,953513	7,961393	7,969052	7,983564	7,998615	8,020415	8,039462	8,051164	8,077231	8,168734	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,034593	0,079749	7,948063	7,953171	7,960006	7,967808	7,989013	8,002702	8,009743	8,033431	8,041196	8,045914	8,056588	8,095328	8,161002	8,220340	0,000000	0,000000	0,000000	0,000000
8,014844	0,061810	7,935136	7,941004	7,947024	7,954902	7,965999	7,973507	7,980829	7,987254	7,994284	8,008299	8,021495	8,030791	8,045895	8,051898	8,075310	8,104717	8,117913	8,130942
8,035042	0,108984	7,942237	7,950997	7,963448	7,966363	7,973989	7,987161	8,001118	8,006979	8,023852	8,031585	8,037920	8,054135	8,226043	8,324764	0,000000	0,000000	0,000000	0,000000
8,013446	0,058455	7,941100	7,953772	7,963092	7,978142	7,985964	7,993610	8,000685	8,008239	8,017847	8,032787	8,047217	8,117788	8,134557	0,000000	0,000000	0,000000	0,000000	0,000000
8,032107	0,072595	7,942142	7,960031	7,975710	7,984859	7,990199	7,999006	8,005509	8,017915	8,032312	8,047388	8,059679	8,067243	8,073826	8,081835	8,243949	0,000000	0,000000	0,000000
8,038239	0,093065	7,936843	7,946315	7,956916	7,968578	7,980349	7,989301	8,001250	8,019510	8,029926	8,050895	8,057986	8,088423	8,103300	8,156100	8,287899	0,000000	0,000000	0,000000
8,044393	0,075423	7,956100	7,969014	7,984347	7,992180	7,998145	8,006435	8,016044	8,021796	8,037833	8,044932	8,062196	8,077418	8,094246	8,180924	8,224281	0,000000	0,000000	0,000000
8,002297	0,049570	7,931643	7,938110	7,946968	7,956425	7,963910	7,978004	7,987630	7,995423	8,004819	8,009356	8,020945	8,036247	8,043950	8,049872	8,071848	8,101605	0,000000	0,000000
8,046278	0,104105	7,930636	7,943034	7,950656	7,958634	7,965933	7,981035	7,999052	8,016865	8,034612	8,047659	8,061101	8,068756	8,118359	8,170511	8,192062	8,301536	0,000000	0,000000
