8,268684	0,295958	7,935425	7,943581	7,949242	7,966391	7,974535	7,981536	7,986724	8,008224	8,039320	8,057479	8,077023	8,090985	8,098360	8,120578	8,131614	8,146867	8,195711	8,267099	8,288087	8,326414	8,337969	8,349799	8,387867	8,518034	8,634253	8,668871	8,708730	8,752062	8,775009	8,798890	8,812533	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,289455	0,259262	7,943707	7,948668	7,958314	7,973201	7,996220	8,009239	8,025971	8,047996	8,059427	8,118150	8,128840	8,135451	8,149632	8,162461	8,206850	8,213397	8,221042	8,229781	8,261225	8,281051	8,286907	8,321615	8,338141	8,359903	8,382315	8,484100	8,489764	8,564168	8,569948	8,599510	8,628808	8,680375	8,718604	8,784099	8,852045	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,296638	0,264372	7,947457	7,952614	7,970164	7,977522	7,984472	7,992077	8,000503	8,010262	8,014743	8,023297	8,037334	8,049757	8,076513	8,088338	8,106834	8,120627	8,134448	8,175540	8,210707	8,224068	8,249364	8,287878	8,318044	8,335816	8,363472	8,419931	8,443956	8,452279	8,468836	8,475576	8,483040	8,524606	8,532134	8,554021	8,562981	8,640681	8,654761	8,665354	8,672171	8,701002	8,754973	8,800660
8,305931	0,257362	7,946587	7,959498	7,967200	7,975600	7,986861	7,998261	8,022263	8,038176	8,053604	8,128273	8,140782	8,175980	8,183962	8,199339	8,253297	8,277184	8,294074	8,327859	8,372255	8,385466	8,393763	8,398106	8,448070	8,467009	8,481638	8,509986	8,565771	8,590916	8,623034	8,694235	8,712027	8,741223	8,783422	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,293996	0,274586	7,938046	7,947752	7,961470	7,979264	7,986782	7,992776	8,004073	8,017676	8,024637	8,033396	8,053933	8,066410	8,079479	8,111468	8,120749	8,134099	8,144648	8,152930	8,167100	8,191443	8,224130	8,261678	8,275598	8,345007	8,358793	8,385974	8,419645	8,429329	8,440162	8,449403	8,469378	8,553225	8,618236	8,625945	8,652534	8,670675	8,686008	8,699753	8,726537	8,792169	8,861528	0,000000
8,257299	0,235862	7,950420	7,957219	7,970261	7,981360	7,991904	8,000511	8,008103	8,013576	8,025554	8,040401	8,075397	8,079126	8,123270	8,158470	8,184109	8,202828	8,209279	8,235897	8,253472	8,302680	8,312364	8,332943	8,390050	8,398876	8,407210	8,429670	8,446799	8,480584	8,594438	8,602422	8,608170	8,632617	8,665086	8,683087	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,292900	0,265522	7,943562	7,951114	7,957656	7,967680	7,980106	7,990403	8,005717	8,019101	8,037791	8,068787	8,128690	8,144356	8,201959	8,209411	8,215774	8,263054	8,271668	8,316332	8,340152	8,362156	8,420862	8,457952	8,474177	8,482599	8,523930	8,557782	8,568976	8,591363	8,609209	8,729094	8,783163	8,798217	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,230565	0,237604	7,932434	7,940774	7,954076	7,959825	7,973317	7,982708	8,001167	8,007134	8,013844	8,020850	8,031174	8,043148	8,060466	8,069415	8,080834	8,091769	8,112621	8,135414	8,142725	8,159638	8,173388	8,188786	8,231336	8,293760	8,299021	8,304839	8,311931	8,416416	8,433296	8,446527	8,450671	8,478147	8,505240	8,540850	8,565034	8,604932	8,614269	8,656932	8,763310	0,000000	0,000000	0,000000
8,292364	0,270564	7,949198	7,963163	7,972653	7,982762	7,994459	8,004820	8,016241	8,023004	8,029485	8,048405	8,057029	8,105301	8,116367	8,170829	8,214117	8,226442	8,253110	8,298949	8,303012	8,357361	8,375002	8,443300	8,474175	8,490320	8,513460	8,523273	8,536415	8,558446	8,596833	8,723203	8,740149	8,763982	8,822753	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,206089	0,253210	7,946185	7,960706	7,966773	7,981754	7,995415	7,996171	8,002156	8,016045	8,029547	8,041830	8,056632	8,070367	8,078596	8,087461	8,092050	8,147329	8,155519	8,170515	8,177760	8,192906	8,202377	8,210012	8,224920	8,298320	8,309573	8,381426	8,674800	8,696869	8,728201	8,745123	8,751426	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
