8,176455	0,200766	7,995886	8,004605	8,017730	8,049526	8,063460	8,080650	8,228922	8,325543	8,453412	8,544813	0,000000
8,195862	0,257310	7,993478	8,003778	8,019064	8,080366	8,126384	8,222185	8,374943	8,746695	0,000000	0,000000	0,000000
8,300424	0,290789	8,035797	8,111685	8,126404	8,148627	8,189889	8,273945	8,746215	8,770832	0,000000	0,000000	0,000000
8,141935	0,226255	8,005507	8,022323	8,036011	8,088377	8,102088	8,597303	0,000000	0,000000	0,000000	0,000000	0,000000
8,257469	0,377765	7,994752	8,006655	8,011713	8,025311	8,132101	8,167742	8,837398	8,884079	0,000000	0,000000	0,000000
8,529837	0,358623	7,992881	8,687166	8,700952	8,738350	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,420530	0,437495	8,023887	8,064521	8,738139	8,855573	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,461700	0,377950	8,024512	8,033793	8,047676	8,500753	8,549615	8,805345	8,859754	8,872156	0,000000	0,000000	0,000000
8,365866	0,262416	7,998676	8,006616	8,077950	8,193306	8,402413	8,431875	8,468575	8,477503	8,534644	8,649416	8,783558
8,045382	0,053746	7,999230	8,005856	8,011983	8,026905	8,044517	8,078521	8,150662	0,000000	0,000000	0,000000	0,000000
