NaN	-0,000000	0,000000	0,000000
8,480251	NaN	8,480251	0,000000
8,401018	NaN	8,401018	0,000000
NaN	-0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000
8,020346	NaN	8,020346	0,000000
NaN	-0,000000	0,000000	0,000000
8,425881	NaN	8,425881	0,000000
NaN	-0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000
8,056909	NaN	8,056909	0,000000
8,059235	0,039831	8,031071	8,087400
NaN	-0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000
