8,635922	0,213839	8,352552	8,361408	8,391697	8,418634	8,475972	8,498397	8,535992	8,549784	8,573625	8,587689	8,603397	8,623116	8,674495	8,751631	8,845451	8,883871	8,935891	8,978300	9,040619	0,000000
8,651287	0,223312	8,358508	8,367977	8,382755	8,417483	8,456725	8,481279	8,526748	8,598270	8,610125	8,660970	8,798213	8,833973	8,848975	8,867485	8,918164	8,957907	8,986319	0,000000	0,000000	0,000000
8,857581	0,252024	8,381089	8,418991	8,501883	8,753066	8,837481	8,882001	8,944651	8,952585	8,972700	9,003425	9,060319	9,085031	9,103753	9,109164	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,609813	0,195687	8,398511	8,450860	8,476824	8,488915	8,509524	8,639998	8,696526	8,890160	8,936995	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,645168	0,206791	8,349490	8,359688	8,364869	8,395089	8,529662	8,550917	8,630298	8,636953	8,661889	8,704477	8,745593	8,810180	8,822483	8,849167	8,928260	8,983671	0,000000	0,000000	0,000000	0,000000
8,829036	0,226756	8,422206	8,601606	8,763374	8,795601	8,840997	8,865318	8,971658	9,000950	9,199613	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,734117	0,229586	8,353829	8,387380	8,400491	8,502854	8,573047	8,693841	8,740549	8,762949	8,781218	8,791161	8,874651	8,922384	8,928516	8,968180	9,006200	9,058619	0,000000	0,000000	0,000000	0,000000
8,572762	0,180222	8,357349	8,365711	8,378879	8,431740	8,458598	8,535963	8,567278	8,636291	8,700081	8,784291	8,815572	8,841391	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,619431	0,227269	8,350942	8,365341	8,372278	8,402619	8,429204	8,465703	8,473960	8,485109	8,498391	8,504662	8,521737	8,623350	8,691285	8,717569	8,738444	8,834229	8,934690	8,943285	8,977357	9,058467
8,658618	0,247145	8,361980	8,377391	8,413394	8,423960	8,609479	8,655151	8,689398	8,805948	8,891275	8,960431	9,056394	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
