8,021180	0,087265	7,934876	7,998778	8,008500	8,142566	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
7,972611	0,029655	7,947085	7,965607	8,005141	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
7,955869	NaN	7,955869	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,358314	0,323482	7,974149	8,018311	8,302466	8,516319	8,530595	8,808041	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,158120	0,205892	7,969743	7,994407	8,296070	8,372259	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,324598	0,304183	7,974437	8,475845	8,523513	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,322163	0,547934	7,934716	8,709611	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,161262	0,237776	7,958670	7,981685	7,990763	8,012537	8,021395	8,340136	8,479361	8,505552	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,323497	0,300648	7,990851	7,997546	8,537574	8,541751	8,549760	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
7,953709	0,019113	7,928432	7,950365	7,963759	7,972278	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,190782	0,364514	7,934192	7,958493	7,972427	7,980931	7,987990	8,111908	8,126004	8,793776	8,851316	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,196622	0,253376	7,989688	8,003372	8,014837	8,064405	8,139440	8,174507	8,585311	8,601421	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,260809	0,400475	7,952488	8,000989	8,014137	8,045931	8,742641	8,808668	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,322024	0,236669	8,103781	8,135912	8,479386	8,569018	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
