8,183347	0,208873	7,919247	7,928447	7,936278	7,942979	7,971733	8,063871	8,103459	8,194968	8,221015	8,250132	8,308206	8,323144	8,357246	8,396041	8,447138	8,569647	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,251291	0,237931	7,941746	7,954405	7,962348	8,022544	8,027878	8,068543	8,159546	8,175788	8,212241	8,236584	8,362567	8,404592	8,487383	8,530272	8,541828	8,569278	8,614409	0,000000	0,000000	0,000000	0,000000	0,000000
8,177744	0,196597	7,919389	7,926637	7,965763	7,996943	8,009077	8,062224	8,106481	8,114013	8,182985	8,191652	8,295949	8,320601	8,331407	8,455344	8,475740	8,489703	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,184655	0,250917	7,898605	7,923214	7,935561	7,953374	8,283731	8,362087	8,382364	8,415066	8,507893	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,194764	0,226491	7,910280	7,920932	7,969158	7,980501	8,022355	8,037475	8,052573	8,079389	8,087683	8,094491	8,109741	8,117448	8,125542	8,158449	8,197005	8,257637	8,421572	8,477549	8,521044	8,532253	8,574457	8,637274
8,140227	0,158962	7,961186	7,984409	8,029255	8,036822	8,180335	8,265991	8,274336	8,389485	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,257940	0,209000	8,014068	8,172289	8,181186	8,221685	8,326770	8,631640	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,174463	0,230199	7,908943	7,916464	7,923553	7,930391	7,936101	7,964227	8,063032	8,076398	8,158169	8,171362	8,178656	8,197386	8,342229	8,362503	8,384227	8,491529	8,555905	8,579260	0,000000	0,000000	0,000000	0,000000
8,105235	0,194534	7,909829	7,919818	7,928676	7,949191	7,960238	8,003004	8,057956	8,103734	8,128856	8,191756	8,307820	8,437187	8,469992	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,239635	0,238473	7,943333	7,954991	7,986406	8,000946	8,008607	8,023867	8,043547	8,209258	8,225437	8,272691	8,336371	8,420344	8,439238	8,491270	8,542077	8,572738	8,602668	0,000000	0,000000	0,000000	0,000000	0,000000
