8,136141	0,205362	7,887692	7,896519	7,928152	7,934357	7,939665	7,951085	8,057373	8,131928	8,142886	8,189937	8,212294	8,273944	8,282111	8,390100	8,468895	8,491321	0,000000
8,157387	0,184661	7,890903	7,918328	7,944154	8,130277	8,143430	8,225111	8,278705	8,316882	8,324277	8,401805	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,215927	0,240090	7,900980	7,998871	8,143691	8,323405	8,434651	8,493960	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,067483	0,203208	7,871569	7,879778	7,893910	7,904552	7,928500	7,935940	7,959420	8,005684	8,090166	8,103612	8,234066	8,271591	8,343562	8,522413	0,000000	0,000000	0,000000
8,256099	0,238505	7,916900	7,934800	8,039513	8,219114	8,227564	8,316991	8,325376	8,438678	8,524221	8,617828	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,105268	0,208378	7,893917	7,904655	7,913691	8,146171	8,170518	8,285820	8,422101	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,299689	0,231279	7,882720	8,114378	8,146962	8,184129	8,219530	8,228553	8,239675	8,276842	8,471411	8,553016	8,599188	8,679868	0,000000	0,000000	0,000000	0,000000	0,000000
8,164145	0,202416	7,886437	7,902216	7,968896	8,041766	8,069665	8,160675	8,183347	8,227358	8,238941	8,357322	8,386724	8,546391	0,000000	0,000000	0,000000	0,000000	0,000000
8,229403	0,202728	7,959042	8,029225	8,048729	8,077234	8,176056	8,227204	8,385506	8,396888	8,462710	8,531431	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,152767	0,208602	7,877342	7,893704	7,905904	7,956685	8,005977	8,035861	8,045570	8,065684	8,134629	8,165916	8,183760	8,228003	8,253767	8,422497	8,466403	8,474629	8,480706
