8,325569	0,340153	7,997004	8,011296	8,020647	8,030189	8,043511	8,062260	8,356365	8,382657	8,700346	8,706258	8,779990	8,816306	0,000000	0,000000	0,000000
8,205210	0,252691	7,987408	7,993614	7,998431	8,008888	8,019970	8,026661	8,040821	8,063185	8,128983	8,278791	8,311897	8,345078	8,514143	8,584455	8,775824
8,362444	0,288696	8,012094	8,048283	8,216746	8,388267	8,512353	8,551267	8,808100	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,208620	0,219767	8,020349	8,028493	8,034120	8,042358	8,053920	8,081702	8,270755	8,307015	8,324351	8,434064	8,697690	0,000000	0,000000	0,000000	0,000000
8,090104	0,053363	8,037302	8,051103	8,069103	8,074989	8,089446	8,110569	8,198214	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,262256	0,280556	7,995805	8,007063	8,036610	8,063311	8,072542	8,146305	8,452659	8,542389	8,574308	8,731565	0,000000	0,000000	0,000000	0,000000	0,000000
8,300282	0,222160	7,995766	8,007578	8,022286	8,283803	8,297286	8,308509	8,357672	8,396216	8,412701	8,511319	8,709971	0,000000	0,000000	0,000000	0,000000
8,207840	0,283832	7,998686	8,021856	8,032005	8,062390	8,091618	8,169332	8,503639	8,783192	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,221377	0,295348	7,992351	8,004741	8,012229	8,020397	8,037612	8,043188	8,065377	8,289797	8,560140	8,626032	8,783284	0,000000	0,000000	0,000000	0,000000
8,193592	0,247830	7,998507	8,007159	8,025694	8,040351	8,047115	8,054192	8,102076	8,140427	8,157965	8,426905	8,607853	8,714863	0,000000	0,000000	0,000000
