8,269459	0,347199	7,988670	8,010483	8,050616	8,630839	8,666688	0,000000	0,000000	0,000000	0,000000
8,180051	0,252531	8,000824	8,021557	8,032909	8,054785	8,347008	8,623220	0,000000	0,000000	0,000000
8,255224	0,373936	7,996878	8,013955	8,037931	8,358569	8,868789	0,000000	0,000000	0,000000	0,000000
8,330162	0,183853	8,082172	8,176088	8,200609	8,250066	8,322636	8,524182	8,536836	8,548708	0,000000
8,111237	0,143267	8,002531	8,014562	8,049078	8,073626	8,087997	8,130089	8,420777	0,000000	0,000000
8,197806	0,159254	7,986770	8,031357	8,086519	8,271434	8,286255	8,339527	8,382782	0,000000	0,000000
8,016478	0,008261	8,010636	8,022319	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,162588	0,205028	7,991364	8,006748	8,019044	8,045262	8,209387	8,344725	8,521589	0,000000	0,000000
8,279172	0,336267	7,993127	8,011318	8,023563	8,043110	8,248024	8,347674	8,744638	8,821922	0,000000
8,541039	0,291443	8,028072	8,191895	8,432992	8,474660	8,539428	8,737371	8,776628	8,826967	8,861337
