8,366164	0,025153	8,332862	8,340794	8,352843	8,370031	8,378045	8,386280	8,402293	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,300933	0,127932	7,912867	8,088438	8,115102	8,156945	8,211587	8,224423	8,235604	8,248265	8,258637	8,284241	8,295428	8,301542	8,308890	8,315560	8,329752	8,338372	8,347368	8,356751	8,364607	8,385855	8,395095	8,408068	8,418024	8,433535	8,440581	8,453898	8,495747	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,388580	0,132271	8,248945	8,281823	8,303057	8,316751	8,336128	8,345755	8,351108	8,359591	8,373523	8,381695	8,415315	8,640889	8,696961	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,379914	0,049661	8,335228	8,355094	8,365509	8,379892	8,463847	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,406039	0,061696	8,329163	8,343389	8,348733	8,360480	8,368570	8,389116	8,398183	8,420842	8,445345	8,459940	8,482867	8,525839	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,363473	0,028660	8,322106	8,337613	8,347631	8,354281	8,361086	8,368942	8,376252	8,382463	8,420885	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,390193	0,080464	8,323888	8,332715	8,339176	8,352514	8,363773	8,370730	8,378870	8,402366	8,441364	8,596532	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,299927	0,147547	8,014688	8,071244	8,107858	8,159599	8,176764	8,214785	8,265132	8,303536	8,310759	8,323341	8,329595	8,335547	8,340775	8,347836	8,353888	8,363459	8,373930	8,386147	8,394955	8,407152	8,717485	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,345295	0,011047	8,337483	8,353106	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,322480	NaN	8,322480	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,304356	0,148542	7,769678	7,964208	8,184523	8,212847	8,225467	8,234446	8,248391	8,254646	8,263480	8,270363	8,276557	8,284349	8,295247	8,301205	8,309160	8,323444	8,330402	8,340668	8,346839	8,356657	8,367495	8,380362	8,395687	8,409395	8,428228	8,437347	8,450580	8,463887	8,491051	8,514065	0,000000	0,000000	0,000000	0,000000	0,000000
8,350247	0,027852	8,319345	8,357986	8,373411	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,359614	0,015418	8,340544	8,347471	8,355279	8,360647	8,371310	8,382434	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,261080	0,183697	7,788163	7,811760	8,192529	8,228882	8,263035	8,282423	8,302054	8,306670	8,315916	8,324777	8,330772	8,345388	8,357136	8,371075	8,385642	8,400144	8,432001	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,339656	0,026855	8,302936	8,316831	8,339434	8,346939	8,353530	8,378269	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,352646	0,162831	7,755788	8,312325	8,320066	8,328920	8,337268	8,344997	8,358760	8,367369	8,382470	8,396657	8,404943	8,413240	8,420481	8,434283	8,453609	8,475857	8,487952	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,331118	0,197890	7,803212	8,045007	8,069042	8,094174	8,101916	8,163296	8,187191	8,202687	8,235035	8,247868	8,257873	8,265075	8,271220	8,288806	8,296933	8,303786	8,313833	8,324127	8,331847	8,341415	8,351080	8,372533	8,382621	8,396041	8,414174	8,421460	8,434764	8,441633	8,464955	8,496861	8,512199	8,518771	8,644434	8,760716	8,832557
8,326228	0,091238	8,154601	8,198567	8,214892	8,285706	8,317152	8,324971	8,346414	8,361583	8,371663	8,387299	8,391983	8,421377	8,464750	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,502844	0,379210	8,326086	8,338080	8,351038	8,359784	8,365734	9,276342	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,353388	0,020911	8,332791	8,352772	8,374601	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
