8,446438	0,294912	7,974709	7,981327	7,988482	8,093509	8,230132	8,401991	8,437146	8,451183	8,510635	8,536885	8,570919	8,619737	8,634048	8,741151	8,768643	8,820664	8,828288	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,253433	0,280508	7,981543	7,989555	7,996741	8,003629	8,017351	8,032510	8,107217	8,142524	8,164790	8,283137	8,313176	8,327479	8,554381	8,588420	8,737698	8,814776	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,394921	0,328085	7,981816	8,003773	8,038428	8,052883	8,060174	8,086921	8,093289	8,190781	8,223384	8,233275	8,349680	8,507543	8,521947	8,529116	8,564134	8,656262	8,703746	8,738594	8,860440	8,927845	8,969315	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,226006	0,218446	7,978779	7,989185	8,002431	8,013425	8,024246	8,071720	8,085579	8,099306	8,118542	8,126340	8,148513	8,187621	8,215223	8,268473	8,282113	8,315874	8,456381	8,493292	8,584857	8,638862	8,645368	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,351515	0,268204	7,988718	7,997108	8,057065	8,154527	8,171120	8,311558	8,339519	8,354830	8,506635	8,583640	8,686374	8,702722	8,715873	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,480742	0,261010	8,004385	8,035655	8,068546	8,160545	8,232059	8,348505	8,368336	8,388720	8,563132	8,585997	8,600158	8,608660	8,625038	8,638066	8,645610	8,688261	8,710944	8,719336	8,769222	8,853663	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,344999	0,276253	7,980762	7,994935	8,002939	8,011465	8,106721	8,111912	8,119706	8,151153	8,160848	8,166114	8,172713	8,186665	8,228072	8,401217	8,409038	8,509744	8,534092	8,560639	8,568093	8,579201	8,599013	8,670721	8,773291	8,790119	8,835790	0,000000	0,000000	0,000000
8,535315	0,299017	7,996764	8,025188	8,039363	8,061895	8,188875	8,538689	8,546755	8,552755	8,563605	8,583475	8,647081	8,661771	8,711439	8,727581	8,764724	8,785430	8,801358	8,825662	8,835349	8,848542	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,331935	0,347669	7,967369	7,980944	8,003316	8,017895	8,032798	8,046946	8,113038	8,176483	8,227640	8,288812	8,575754	8,647852	8,683813	8,784048	8,850674	8,913580	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,463046	0,237833	8,012372	8,031612	8,274956	8,356741	8,368065	8,389470	8,405393	8,453822	8,469020	8,484544	8,506882	8,580396	8,725613	8,749428	8,790411	8,810014	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
