8,078770	0,199845	7,921251	7,930080	7,954082	7,964892	7,977007	8,044011	8,132240	8,265083	8,520282	0,000000	0,000000	0,000000
8,324391	0,270337	7,985386	8,171579	8,189613	8,201698	8,219793	8,231837	8,367880	8,439482	8,452577	8,984064	0,000000	0,000000
8,279939	0,271310	7,933539	8,003354	8,118880	8,137019	8,169382	8,180032	8,193091	8,255540	8,304013	8,536014	8,738421	8,789980
8,242975	0,308484	7,927278	7,940750	7,967867	8,016016	8,075862	8,149879	8,497525	8,524526	8,639080	8,690972	0,000000	0,000000
8,146719	0,132166	7,947007	8,092239	8,119602	8,135777	8,271331	8,314359	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,271069	0,337250	7,921256	7,956673	8,005393	8,115354	8,137900	8,207574	8,573585	8,743262	8,778622	0,000000	0,000000	0,000000
8,180830	0,217047	7,939913	7,964221	7,995604	8,013119	8,018327	8,039697	8,343288	8,381630	8,401105	8,419768	8,472460	0,000000
8,226825	0,267963	7,928383	7,936251	7,988896	7,996451	8,099372	8,359218	8,369589	8,383987	8,579544	8,626562	0,000000	0,000000
8,249342	0,224457	7,944334	7,971897	8,013187	8,174025	8,241619	8,300713	8,363723	8,401497	8,461604	8,620817	0,000000	0,000000
8,224045	0,317839	7,924796	7,936577	7,997962	8,012206	8,046067	8,060771	8,286565	8,569211	8,686513	8,719787	0,000000	0,000000
