8,302713	0,245052	7,979889	7,998056	8,027828	8,100360	8,138221	8,177301	8,238037	8,358839	8,400621	8,439118	8,487855	8,528476	8,591399	8,771986	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,328979	0,297855	8,000561	8,025862	8,039731	8,073981	8,086597	8,095913	8,110778	8,388637	8,459144	8,478097	8,631595	8,668999	8,764167	8,781641	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,360325	0,351930	7,957437	7,991056	8,016859	8,056963	8,131648	8,623588	8,655922	8,702564	8,708808	8,758408	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,337642	0,338468	7,965077	7,979047	8,000942	8,101171	8,146199	8,417536	8,501373	8,732851	8,741977	8,790245	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,334529	0,236971	7,998171	8,005527	8,024135	8,085004	8,153119	8,178732	8,203719	8,237410	8,245068	8,281529	8,300351	8,370607	8,376743	8,390688	8,417560	8,446489	8,515560	8,532761	8,639503	8,778040	8,844402
8,345671	0,255086	7,966035	7,980475	7,997557	8,071170	8,086235	8,137543	8,184811	8,213296	8,244196	8,313441	8,333249	8,381506	8,389505	8,442674	8,567679	8,586415	8,604773	8,668313	8,676575	8,692885	8,720753
8,407740	0,319207	7,985380	8,005502	8,036937	8,052381	8,066630	8,271133	8,288258	8,296595	8,452606	8,600227	8,628766	8,672528	8,725579	8,736859	8,840174	8,864278	0,000000	0,000000	0,000000	0,000000	0,000000
8,238252	0,156968	7,975254	8,072179	8,091575	8,120552	8,220057	8,250666	8,311267	8,339186	8,362924	8,403317	8,473798	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,480396	0,219397	8,186277	8,229205	8,251400	8,394841	8,447584	8,484712	8,594941	8,657843	8,765836	8,791320	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,462353	0,228408	8,064334	8,171180	8,250402	8,257281	8,264814	8,272371	8,329442	8,415019	8,517958	8,559382	8,572538	8,605318	8,618290	8,644734	8,662857	8,808707	8,845367	0,000000	0,000000	0,000000	0,000000
