8,380383	0,318404	7,970918	7,985026	8,010870	8,102650	8,222117	8,247120	8,304363	8,336974	8,473029	8,479452	8,712481	8,784231	8,830546	8,865579	0,000000	0,000000	0,000000
8,378887	0,337711	8,003257	8,020883	8,047455	8,094594	8,189951	8,565680	8,612965	8,626768	8,785175	8,842145	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,362675	0,172045	8,172209	8,212229	8,281744	8,394233	8,505957	8,609679	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,469861	0,234798	8,059116	8,174553	8,188777	8,212839	8,237727	8,307544	8,468559	8,481678	8,488962	8,506735	8,597397	8,621044	8,631396	8,690512	8,729541	8,743616	8,847637
8,246879	0,243005	7,999920	8,028269	8,080896	8,109548	8,156839	8,489421	8,529834	8,580304	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,402944	0,345649	7,981094	8,000223	8,032663	8,065620	8,087518	8,142736	8,354928	8,425284	8,670249	8,692562	8,699780	8,796932	8,821572	8,870052	0,000000	0,000000	0,000000
8,445874	0,169498	8,241247	8,356422	8,407773	8,547074	8,676852	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,288483	0,221079	7,989001	8,031564	8,201719	8,361414	8,382365	8,491731	8,561591	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,368246	0,319294	7,988634	8,030668	8,153701	8,160649	8,198130	8,305069	8,491189	8,761225	8,775437	8,817761	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,555193	0,267063	8,051798	8,159998	8,516436	8,657492	8,674890	8,683664	8,705233	8,762001	8,785227	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
