8,334502	0,260123	7,995146	8,001743	8,009446	8,017407	8,052740	8,067816	8,175800	8,189495	8,196635	8,209313	8,225096	8,249747	8,257635	8,264487	8,270715	8,329486	8,363423	8,479647	8,504062	8,519460	8,649524	8,669764	8,704405	8,713411	8,762108	8,818539
8,220526	0,173850	8,005108	8,037235	8,098147	8,157750	8,192185	8,215352	8,334067	8,439092	8,505797	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,468540	0,241709	7,990362	8,167855	8,225694	8,261006	8,337584	8,375505	8,398893	8,432707	8,498456	8,534450	8,567533	8,614702	8,674745	8,760149	8,818376	8,838619	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,291727	0,215265	7,998197	8,011996	8,069523	8,092828	8,136492	8,162510	8,167825	8,196236	8,271489	8,337127	8,361897	8,408251	8,424904	8,442934	8,512930	8,620845	8,743383	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,317124	0,254451	8,021575	8,035561	8,043806	8,074299	8,082105	8,086877	8,130035	8,208509	8,221866	8,230358	8,271110	8,361558	8,378894	8,385137	8,451285	8,464408	8,608960	8,631551	8,800736	8,853853	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,427258	0,293303	8,109925	8,117999	8,131784	8,195554	8,330657	8,385838	8,706132	8,720427	8,747612	8,826652	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,321066	0,244312	7,992445	8,008098	8,139050	8,147943	8,162487	8,175336	8,182665	8,196716	8,207750	8,220505	8,253737	8,268832	8,280505	8,315019	8,424722	8,492784	8,644832	8,732202	8,754115	8,821587	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,514832	0,263936	7,985228	8,008096	8,401310	8,551962	8,572527	8,576638	8,584295	8,628565	8,657834	8,671741	8,684284	8,855510	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,297218	0,297541	7,983297	8,009755	8,023575	8,043222	8,059529	8,081559	8,089103	8,102492	8,154052	8,179542	8,242039	8,286626	8,474168	8,630127	8,667243	8,765235	8,775133	8,783227	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,338403	0,272843	8,004289	8,022935	8,057858	8,121214	8,267942	8,322630	8,400833	8,436083	8,664436	8,672467	8,751747	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,387306	0,263951	7,990603	8,000786	8,046782	8,123014	8,141931	8,184370	8,297252	8,309558	8,346619	8,439759	8,501032	8,519372	8,566164	8,623267	8,670330	8,676563	8,738585	8,795528	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,499938	0,220874	8,125427	8,205600	8,273168	8,282609	8,295463	8,304024	8,311104	8,346035	8,374921	8,428766	8,451228	8,458189	8,557400	8,623603	8,649684	8,658734	8,711818	8,721816	8,775013	8,785221	8,822945	8,835867	0,000000	0,000000	0,000000	0,000000
8,392593	0,248014	8,056827	8,279595	8,354838	8,616370	8,655336	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,324274	0,300978	7,981440	8,001286	8,046485	8,113772	8,142873	8,156173	8,172489	8,203404	8,228780	8,635485	8,643823	8,657488	8,731565	8,824766	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,323642	0,324909	8,010464	8,053440	8,137519	8,307974	8,633745	8,798709	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,373955	0,267379	8,014634	8,028520	8,036665	8,281699	8,288444	8,298215	8,404036	8,440543	8,552589	8,607240	8,741834	8,793048	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,563231	0,230731	8,120764	8,348012	8,361383	8,384152	8,571510	8,626601	8,648952	8,691424	8,799223	8,811014	8,832501	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,473395	0,260381	8,086016	8,176006	8,197648	8,212942	8,233904	8,353894	8,538155	8,574255	8,589933	8,596486	8,610458	8,776308	8,797121	8,884399	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,474424	0,302371	8,003647	8,017492	8,025601	8,301827	8,310405	8,323442	8,335598	8,371619	8,384875	8,500317	8,650858	8,735814	8,751467	8,764701	8,841959	8,869426	8,876166	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,307945	0,251781	7,994803	8,011267	8,024923	8,045074	8,081688	8,286089	8,354184	8,380208	8,415640	8,527945	8,605471	8,633964	8,642024	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
