8,444458	0,104712	8,334332	8,348511	8,355752	8,429125	8,499513	8,552106	8,591870	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,524975	0,269848	7,971909	8,097447	8,133070	8,395846	8,468688	8,494556	8,502204	8,507908	8,551543	8,630602	8,661035	8,674886	8,772613	8,789109	8,854914	8,893272
8,505798	0,257548	7,984390	8,201367	8,436006	8,465332	8,477679	8,575352	8,631147	8,694629	8,781033	8,811043	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,388497	0,290088	7,989306	8,046823	8,536559	8,550627	8,560740	8,646927	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,246715	0,211876	7,976732	7,999664	8,029290	8,098333	8,109739	8,219818	8,252784	8,313113	8,351947	8,487402	8,549546	8,572213	0,000000	0,000000	0,000000	0,000000
8,459760	0,306052	7,976656	8,093745	8,118863	8,169501	8,175725	8,540133	8,559404	8,613870	8,649312	8,695837	8,727539	8,810923	8,845377	0,000000	0,000000	0,000000
8,403170	0,277554	7,987154	8,003685	8,053745	8,348437	8,436917	8,469204	8,522220	8,567526	8,592402	8,625152	8,828423	0,000000	0,000000	0,000000	0,000000	0,000000
8,346678	0,277149	7,992798	8,123201	8,266477	8,372101	8,631056	8,694437	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,385383	0,299623	7,995887	8,007928	8,052832	8,065752	8,345545	8,524854	8,542336	8,638804	8,648921	8,669042	8,747314	0,000000	0,000000	0,000000	0,000000	0,000000
8,573537	0,213931	8,182219	8,256008	8,509507	8,556434	8,584436	8,595032	8,697825	8,745726	8,776129	8,832053	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
