8,335040	0,268559	7,971431	7,987002	8,022700	8,035300	8,046382	8,067771	8,096860	8,103843	8,122166	8,142633	8,212172	8,239428	8,291734	8,315285	8,349413	8,367798	8,517848	8,529835	8,536510	8,554476	8,588759	8,646019	8,696322	8,725128	8,746054	8,798161
8,441704	0,308334	7,965427	8,021157	8,130219	8,227528	8,336098	8,379430	8,387578	8,431467	8,445935	8,502954	8,757512	8,778724	8,821251	8,998577	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,557846	0,274712	8,119477	8,188348	8,483218	8,613834	8,666634	8,729180	8,816772	8,845309	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,295211	0,270213	7,973479	7,982282	7,995261	8,007398	8,012370	8,018236	8,125038	8,132328	8,146206	8,177560	8,232880	8,240879	8,257274	8,351852	8,383476	8,430980	8,627581	8,634606	8,641677	8,648413	8,661431	8,813430	0,000000	0,000000	0,000000	0,000000
8,364434	0,285834	7,982969	7,998152	8,018599	8,043035	8,077364	8,174417	8,207480	8,283940	8,351227	8,405045	8,441061	8,454573	8,479502	8,630059	8,638862	8,717865	8,767036	8,888631	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,266771	0,222164	7,974519	8,000747	8,007599	8,037423	8,104497	8,120473	8,153345	8,292254	8,372931	8,379918	8,389478	8,455898	8,539201	8,581627	8,591647	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,189787	0,185503	7,980309	7,995263	8,005052	8,019040	8,025968	8,037888	8,069128	8,126192	8,269956	8,288686	8,331746	8,361683	8,400920	8,425512	8,509459	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,326935	0,258134	7,975547	7,981974	7,996738	8,032882	8,056021	8,132489	8,145751	8,182351	8,193124	8,200870	8,302728	8,363371	8,412805	8,460478	8,547406	8,605939	8,615937	8,642071	8,651697	8,661423	8,704028	0,000000	0,000000	0,000000	0,000000	0,000000
8,488483	0,273769	8,032362	8,060754	8,084372	8,105826	8,180669	8,207415	8,371837	8,401467	8,415346	8,445574	8,486635	8,496448	8,515714	8,615726	8,633438	8,639398	8,694836	8,707473	8,750942	8,784781	8,827145	8,847454	8,929490	0,000000	0,000000	0,000000
8,443484	0,376460	7,965589	7,988468	8,005350	8,017467	8,064573	8,139311	8,217836	8,461450	8,558603	8,585569	8,796419	8,810441	8,825729	8,855429	8,877941	8,925563	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
