NaN	-0,000000	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000
8,500071	0,319210	8,038751	8,571351	8,618530	8,771650
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000
8,108776	0,172745	7,986626	8,230925	0,000000	0,000000
8,435703	NaN	8,435703	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000
8,348619	0,471018	8,015559	8,681679	0,000000	0,000000
8,502846	NaN	8,502846	0,000000	0,000000	0,000000
8,327094	0,073584	8,265339	8,307433	8,408512	0,000000
