8,300833	0,272859	7,970462	7,980490	7,986762	7,993629	8,028405	8,073869	8,132060	8,146904	8,309218	8,328366	8,348262	8,372031	8,521856	8,548210	8,588439	8,595768	8,733034	8,757237	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,299687	0,211113	7,980340	7,997158	8,051674	8,100286	8,153863	8,208818	8,232204	8,293031	8,334040	8,377791	8,384359	8,397203	8,500008	8,513080	8,588752	8,682378	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,344960	0,246348	7,995987	8,058557	8,104288	8,130993	8,197401	8,289129	8,305517	8,336261	8,346350	8,388818	8,567879	8,596440	8,722173	8,789651	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,368488	0,269856	7,981390	8,053422	8,086353	8,106756	8,112288	8,119163	8,132832	8,198405	8,274955	8,332504	8,348612	8,399566	8,484211	8,498235	8,571014	8,637887	8,668851	8,759318	8,795411	8,808588	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,308922	0,255239	7,994121	8,006150	8,021042	8,035387	8,053424	8,087545	8,249900	8,258394	8,298648	8,424533	8,454137	8,540656	8,560880	8,629251	8,637765	8,690917	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,421766	0,307759	7,981669	7,990913	8,030710	8,037189	8,100828	8,142423	8,206283	8,262523	8,349971	8,442536	8,491699	8,530760	8,544107	8,650761	8,725748	8,745888	8,757501	8,765009	8,836282	8,842531	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,362220	0,282777	7,981687	7,992390	8,007439	8,019788	8,036066	8,054471	8,064723	8,074647	8,112143	8,121537	8,182641	8,274616	8,343734	8,417956	8,443319	8,474090	8,493743	8,552305	8,614651	8,621235	8,630577	8,644754	8,652821	8,716479	8,738902	8,749349	8,763864	0,000000	0,000000	0,000000	0,000000	0,000000
8,356654	0,239804	7,990001	8,002673	8,103571	8,220155	8,253760	8,295467	8,380163	8,458279	8,468018	8,495703	8,536921	8,708978	8,722816	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,347493	0,250403	7,997261	8,009613	8,016004	8,023229	8,059535	8,091161	8,097608	8,166208	8,222342	8,244864	8,299027	8,304700	8,345109	8,394379	8,407816	8,430784	8,481242	8,496722	8,565267	8,573945	8,593370	8,634482	8,662159	8,754052	8,816435	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,294030	0,227284	7,985070	8,000377	8,036080	8,056650	8,063147	8,091725	8,101120	8,113256	8,123760	8,137629	8,282959	8,327474	8,351702	8,383460	8,401603	8,413638	8,434041	8,455113	8,510447	8,517808	8,566252	8,599723	8,809646	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,446036	0,187000	7,993157	8,168646	8,307654	8,316913	8,380222	8,395877	8,424232	8,429307	8,496407	8,509035	8,555017	8,579136	8,594045	8,643086	8,662293	8,681542	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,383787	0,292530	7,979634	8,008021	8,020546	8,028792	8,100603	8,165955	8,287370	8,351825	8,358636	8,384115	8,416315	8,496204	8,554990	8,640758	8,663505	8,775425	8,817031	8,858435	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,350186	0,258919	7,971217	7,989661	8,008057	8,053096	8,075649	8,119558	8,205999	8,269972	8,330045	8,342395	8,373433	8,417344	8,451571	8,512367	8,527091	8,536614	8,609136	8,635805	8,783188	8,791516	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,391592	0,267728	7,986063	8,012875	8,050805	8,104036	8,152442	8,201012	8,253812	8,346177	8,365845	8,385513	8,450259	8,466674	8,491551	8,511324	8,557932	8,674617	8,779833	8,801326	8,848156	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,383806	0,313323	7,977223	7,994540	8,005561	8,013714	8,045687	8,139620	8,183019	8,221385	8,228457	8,268096	8,292319	8,494607	8,665450	8,673117	8,679937	8,686741	8,722842	8,732161	8,822387	8,829261	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,356324	0,290632	7,971580	7,980092	7,995960	8,035419	8,106082	8,161415	8,185430	8,192862	8,239013	8,350083	8,418122	8,432598	8,476372	8,540103	8,587527	8,691742	8,730939	8,819311	8,855495	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,372111	0,263819	8,012783	8,054145	8,059372	8,067948	8,085854	8,097996	8,105814	8,118626	8,228680	8,281059	8,349439	8,397657	8,442984	8,456117	8,523432	8,540528	8,552667	8,580351	8,590644	8,665625	8,698952	8,818809	8,829066	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,468148	0,264196	7,988166	8,005980	8,018657	8,087791	8,331748	8,402713	8,416604	8,433746	8,469440	8,488184	8,516876	8,553072	8,589846	8,641072	8,664941	8,687602	8,695422	8,743241	8,794909	8,832941	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
