8,261705	0,174410	8,082981	8,206535	8,258408	8,498896
8,013721	0,047122	7,980401	8,047041	0,000000	0,000000
8,313286	0,303147	8,042154	8,081928	8,458686	8,670376
8,103750	NaN	8,103750	0,000000	0,000000	0,000000
8,162569	0,202982	8,018774	8,074173	8,394760	0,000000
8,221557	0,382042	8,003069	8,024484	8,065367	8,793307
8,279350	0,252074	8,011511	8,314588	8,511951	0,000000
8,474659	NaN	8,474659	0,000000	0,000000	0,000000
8,355084	0,261335	8,170292	8,539875	0,000000	0,000000
8,148731	0,191970	8,012988	8,284474	0,000000	0,000000
