8,554420	0,420305	7,989151	8,481682	8,844933	8,901912	0,000000	0,000000	0,000000	0,000000
8,275144	0,056192	8,235411	8,314878	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,270608	0,056195	8,207070	8,290975	8,313779	0,000000	0,000000	0,000000	0,000000	0,000000
8,346087	0,129071	8,148214	8,243122	8,257197	8,286393	8,403111	8,461628	8,469217	8,499815
8,409805	0,589597	7,992897	8,826714	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,517857	0,266247	8,210473	8,666664	8,676434	0,000000	0,000000	0,000000	0,000000	0,000000
8,371221	0,201097	8,154374	8,249687	8,506668	8,574153	0,000000	0,000000	0,000000	0,000000
8,210870	0,378054	7,985380	7,999902	8,647329	0,000000	0,000000	0,000000	0,000000	0,000000
8,533326	0,370389	8,016082	8,518375	8,766379	8,832467	0,000000	0,000000	0,000000	0,000000
7,990560	NaN	7,990560	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
