8,068463	0,101359	7,939485	7,957716	8,060771	8,120940	8,147850	8,184016	0,000000	0,000000	0,000000	0,000000
8,198093	0,278506	7,942463	7,950385	7,985083	7,999233	8,069947	8,225919	8,358242	8,615303	8,636264	0,000000
8,218936	0,181261	8,017558	8,044712	8,289396	8,304441	8,438570	0,000000	0,000000	0,000000	0,000000	0,000000
8,195258	0,187139	8,057470	8,076456	8,080562	8,087450	8,399723	8,469888	0,000000	0,000000	0,000000	0,000000
8,355956	0,192075	8,051982	8,134631	8,214005	8,434354	8,456740	8,497757	8,515814	8,542367	0,000000	0,000000
8,437300	0,340418	7,986140	8,006842	8,105067	8,314135	8,577602	8,600250	8,726252	8,756863	8,862546	0,000000
8,255670	0,320709	7,938831	7,951330	7,966853	7,974845	7,987120	8,366596	8,481429	8,571216	8,589598	8,728882
8,283553	0,327837	7,935346	7,953635	7,959960	8,343931	8,539060	8,571948	8,680991	0,000000	0,000000	0,000000
8,168008	0,301377	7,946741	7,966761	8,011810	8,254881	8,659849	0,000000	0,000000	0,000000	0,000000	0,000000
8,508085	0,184662	8,296181	8,428086	8,589257	8,718817	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
