8,347466	0,281504	7,985892	8,002167	8,032919	8,130832	8,146543	8,160713	8,184110	8,408569	8,511581	8,609479	8,618129	8,631909	8,713715	8,727972	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,358574	0,309898	8,003589	8,009241	8,016776	8,025193	8,231801	8,274633	8,324114	8,616826	8,630355	8,646027	8,702514	8,821819	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,284563	0,282993	7,977664	7,985841	7,995699	8,008654	8,063320	8,160119	8,172938	8,193186	8,279175	8,331682	8,423600	8,433855	8,699964	8,735614	8,807131	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,385073	0,265337	7,993979	8,014457	8,103167	8,227006	8,233192	8,241154	8,249821	8,268460	8,301278	8,340937	8,347372	8,462980	8,477303	8,483613	8,697102	8,808355	8,828874	8,852257	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,432371	0,252912	8,009445	8,032611	8,127073	8,374461	8,380777	8,410909	8,432572	8,513260	8,526837	8,612582	8,662051	8,739815	8,798433	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,265308	0,293763	7,972285	7,987778	8,001848	8,011353	8,022657	8,030422	8,045607	8,068593	8,107766	8,421989	8,431085	8,445274	8,568154	8,677055	8,707737	8,745323	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,477428	0,254985	7,978195	8,005852	8,127713	8,281134	8,288368	8,310619	8,363710	8,457247	8,467576	8,517415	8,520733	8,549674	8,562480	8,587240	8,636667	8,695301	8,719571	8,802289	8,825715	8,851052	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,407605	0,261658	8,006905	8,021356	8,029065	8,037819	8,121208	8,142974	8,213410	8,232737	8,431826	8,515043	8,533142	8,549224	8,561132	8,569297	8,575093	8,615277	8,624261	8,646950	8,651452	8,692487	8,789037	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,352221	0,316121	7,973872	7,998402	8,006006	8,019936	8,207749	8,257175	8,308515	8,391529	8,458423	8,576183	8,730983	8,737929	8,912171	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,375616	0,347452	7,981396	7,999615	8,084551	8,137359	8,157353	8,198501	8,217996	8,244411	8,530720	8,708995	8,802891	8,884384	8,934841	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
