8,245416	0,270437	7,930477	7,939438	7,948386	7,952762	7,975773	7,994010	8,005088	8,026817	8,050675	8,072646	8,117717	8,150577	8,174875	8,198764	8,235315	8,285315	8,332701	8,361201	8,369918	8,400581	8,436127	8,547449	8,559395	8,750647	8,770286	8,793889	0,000000	0,000000
8,244536	0,261210	7,945415	7,954213	7,964523	7,972368	7,989315	7,996354	8,016504	8,070923	8,209694	8,224562	8,239751	8,309322	8,330638	8,454789	8,508521	8,522265	8,608662	8,619605	8,708753	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,291824	0,296566	7,942502	7,975375	7,983530	7,989893	7,997953	8,002052	8,023221	8,060766	8,075322	8,090820	8,125852	8,195724	8,199199	8,258793	8,313231	8,347298	8,401888	8,494067	8,506929	8,572608	8,622601	8,665751	8,761031	8,771434	8,917758	0,000000	0,000000	0,000000
8,222715	0,278376	7,932343	7,937149	7,947292	7,954840	7,966009	8,057353	8,103673	8,112694	8,177962	8,196852	8,278528	8,444896	8,451657	8,555425	8,653376	8,793387	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,282998	0,321139	7,931174	7,951713	7,960776	7,971386	7,992275	8,015199	8,033692	8,040080	8,049334	8,060025	8,068591	8,104337	8,114848	8,159172	8,247767	8,406519	8,463953	8,492367	8,553070	8,575664	8,583235	8,714497	8,813995	8,861856	8,909427	0,000000	0,000000	0,000000
8,120028	0,164494	7,948301	7,966524	7,979162	8,012881	8,020525	8,035057	8,043564	8,047477	8,063831	8,074244	8,089181	8,100566	8,115965	8,124795	8,168263	8,173382	8,206736	8,249096	8,277186	8,703831	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,292441	0,313315	7,925453	7,934821	7,944039	7,952259	7,960977	7,972891	7,993453	8,035341	8,129429	8,187933	8,202388	8,289302	8,327756	8,337050	8,429251	8,585238	8,604758	8,662889	8,677531	8,734473	8,761744	8,784716	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,068748	0,203632	7,929225	7,941842	7,948788	7,955972	7,973129	7,992588	7,999892	8,026348	8,036986	8,048726	8,154743	8,192860	8,692624	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,230621	0,294387	7,917070	7,934389	7,947374	7,956464	7,967216	7,993448	8,024058	8,034936	8,070730	8,086406	8,095185	8,107283	8,120694	8,134223	8,158937	8,173160	8,179734	8,210368	8,308673	8,353514	8,449747	8,533435	8,778365	8,799098	8,806029	8,855607	0,000000	0,000000
8,263300	0,256741	7,935258	7,945928	7,954806	7,961835	7,977689	7,992290	8,031716	8,047158	8,084492	8,119192	8,126586	8,140970	8,187248	8,207704	8,248122	8,290027	8,297290	8,366937	8,384682	8,393032	8,401576	8,436522	8,467039	8,549684	8,602842	8,666967	8,703920	8,850892
