8,279066	0,348626	7,925234	7,934190	7,945534	7,961384	7,974731	7,996127	8,011925	8,020667	8,058600	8,091251	8,101990	8,149254	8,201862	8,429723	8,446051	8,643120	8,686957	8,782602	8,798297	8,845572	8,855323	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,285678	0,351082	7,922162	7,929032	7,935418	7,944658	7,955026	7,965987	7,979486	8,085097	8,348469	8,424267	8,549461	8,618951	8,631301	8,700883	8,785599	8,795055	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,335827	0,324695	7,913142	7,935046	7,948262	7,957924	7,978146	7,996276	8,023947	8,055303	8,124507	8,203882	8,391864	8,446368	8,476345	8,483370	8,518382	8,539198	8,610237	8,714928	8,729879	8,752424	8,779253	8,809501	0,000000	0,000000	0,000000	0,000000	0,000000
8,354934	0,324040	7,910134	7,917460	7,925902	7,943457	7,958714	7,978143	7,985870	8,092150	8,163315	8,177843	8,232219	8,252640	8,286763	8,367158	8,376077	8,443358	8,473653	8,541183	8,580225	8,620078	8,650363	8,731462	8,735196	8,760820	8,796228	8,829452	8,853342
8,215309	0,249920	7,907976	7,930700	7,952624	7,964818	7,978768	7,985666	8,068566	8,090252	8,099060	8,147812	8,171142	8,179536	8,200694	8,220537	8,231131	8,457508	8,490646	8,550039	8,558096	8,651383	8,684524	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,395218	0,338074	7,924728	7,935626	7,948047	7,952784	8,055352	8,070883	8,273662	8,331943	8,443573	8,518429	8,523269	8,587407	8,687070	8,716142	8,732650	8,782091	8,812491	8,817773	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,312265	0,374702	7,907965	7,916830	7,926502	7,932686	7,953581	7,960165	7,968391	8,025868	8,043495	8,460248	8,544177	8,605376	8,613879	8,622360	8,725340	8,779441	8,791021	8,843444	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,254606	0,305440	7,921344	7,930548	7,941414	7,952602	7,960435	7,972817	7,998177	8,046667	8,066057	8,082462	8,110316	8,162350	8,179673	8,224492	8,237440	8,284838	8,301139	8,395393	8,637849	8,684397	8,694398	8,730680	8,794429	8,800636	0,000000	0,000000	0,000000
8,217501	0,277536	7,912675	7,929213	7,939830	7,949921	7,986343	8,116182	8,208303	8,409576	8,482039	8,516163	8,574342	8,585423	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,163449	0,248605	7,916339	7,933877	7,943117	7,949513	7,963927	7,985885	8,035965	8,138020	8,156473	8,189053	8,253572	8,292946	8,438597	8,490380	8,764078	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
