8,451284	0,285803	8,038400	8,165688	8,377328	8,427499	8,645629	8,671206	8,833240	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,209228	0,254556	7,977882	8,010184	8,083482	8,112030	8,120733	8,215719	8,408136	8,745655	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,329817	0,306520	7,982470	8,003469	8,010909	8,018343	8,062304	8,092507	8,105580	8,105735	8,110664	8,131909	8,168641	8,212216	8,243082	8,316232	8,409914	8,442442	8,516656	8,649486	8,736419	8,767894	8,793308	8,815643	8,889962	0,000000	0,000000	0,000000	0,000000	0,000000
8,212385	0,237606	7,970497	7,988677	8,005244	8,026166	8,041188	8,060569	8,070526	8,136677	8,268207	8,314785	8,322163	8,522580	8,550899	8,695207	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,397219	0,220191	7,975092	8,004430	8,011735	8,174460	8,258670	8,313769	8,321297	8,340162	8,354563	8,409390	8,420732	8,448823	8,469758	8,517579	8,536379	8,548886	8,559178	8,572511	8,667478	8,707106	8,729610	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,430832	0,289281	7,985441	8,004128	8,010925	8,216076	8,383461	8,396735	8,404275	8,433475	8,520424	8,665463	8,707531	8,754247	8,767657	8,781806	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,341293	0,272252	7,999139	8,012668	8,030336	8,134658	8,185222	8,190677	8,239448	8,269126	8,310362	8,398235	8,514792	8,549000	8,728904	8,758599	8,798225	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,431883	0,248333	7,996977	8,099421	8,126636	8,175879	8,355365	8,369181	8,378069	8,388794	8,395358	8,463574	8,599211	8,619489	8,635588	8,715022	8,789870	8,801696	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,374322	0,269601	7,982687	8,025477	8,046793	8,067400	8,112959	8,171279	8,206334	8,228261	8,248630	8,254920	8,275259	8,291536	8,397581	8,405595	8,411386	8,419711	8,589498	8,628165	8,643619	8,769990	8,797690	8,807162	8,827480	0,000000	0,000000	0,000000	0,000000	0,000000
8,133585	0,179852	7,983382	7,997069	8,005162	8,039736	8,064187	8,237923	8,244387	8,496834	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
