8,114697	0,177949	7,978158	7,995930	8,011141	8,019512	8,304850	8,378588	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,370247	0,250706	7,981425	8,012626	8,189861	8,303779	8,322341	8,349919	8,443460	8,491480	8,571345	8,585913	8,820563	0,000000	0,000000	0,000000	0,000000	0,000000
8,351204	0,328161	7,970778	7,981448	7,988351	8,026414	8,065482	8,095060	8,127983	8,147766	8,334389	8,617788	8,625941	8,694291	8,700049	8,740650	8,748313	8,754563
8,398794	0,306465	7,991569	8,002607	8,014456	8,182075	8,240915	8,254763	8,273418	8,286725	8,346163	8,530169	8,732575	8,738364	8,762677	8,784090	8,841346	0,000000
8,394801	0,317247	7,993926	8,029459	8,111397	8,164002	8,180710	8,202087	8,211877	8,251396	8,324475	8,521114	8,596973	8,746787	8,828910	8,865428	8,893471	0,000000
8,459532	0,270378	7,989762	8,047138	8,325597	8,426768	8,499280	8,544875	8,553629	8,716742	8,730933	8,760596	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,427546	0,240981	7,998899	8,110623	8,167592	8,358437	8,399712	8,428280	8,453457	8,557460	8,584130	8,605610	8,630976	8,835374	0,000000	0,000000	0,000000	0,000000
8,176682	0,203301	7,973620	7,984439	7,996178	8,020716	8,080168	8,096465	8,156192	8,261388	8,386139	8,425200	8,562992	0,000000	0,000000	0,000000	0,000000	0,000000
8,381973	0,307869	8,006625	8,032020	8,180379	8,202708	8,224248	8,364508	8,458249	8,751972	8,786383	8,812642	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,485436	0,274815	7,997701	8,131744	8,231673	8,258280	8,322975	8,364458	8,393146	8,601297	8,648375	8,723020	8,736704	8,743265	8,798762	8,844704	0,000000	0,000000
