8,270875	0,289157	7,934058	7,940937	7,959204	7,967638	7,994699	8,054571	8,139674	8,154795	8,222880	8,328296	8,363584	8,391144	8,419576	8,512155	8,718919	8,727261	8,775476	0,000000	0,000000	0,000000
8,262548	0,247051	7,957328	7,981293	8,005735	8,029408	8,087969	8,122815	8,143467	8,338378	8,377885	8,397868	8,473833	8,501156	8,509296	8,749235	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,260519	0,238807	7,939943	7,954012	8,006873	8,045578	8,083594	8,249592	8,308659	8,336038	8,358812	8,401344	8,485861	8,519932	8,696508	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,257835	0,272216	7,934539	7,954752	7,977435	7,994860	8,015268	8,253039	8,291351	8,389341	8,538472	8,570950	8,577705	8,596308	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,308956	0,346011	7,934043	7,943419	7,952009	7,963308	8,267758	8,392894	8,455602	8,696359	8,720600	8,763567	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,510658	0,348642	8,029717	8,488313	8,706608	8,817992	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,219855	0,277928	7,926984	7,934818	7,955883	7,961940	7,976248	7,984919	8,003329	8,010641	8,039837	8,065248	8,127876	8,292900	8,302978	8,384053	8,399966	8,449220	8,523951	8,595591	8,642857	8,817860
8,172775	0,165337	7,940228	7,952185	8,014359	8,031351	8,071446	8,098179	8,120438	8,151925	8,167344	8,195959	8,213704	8,233502	8,257440	8,334201	8,464403	8,517737	0,000000	0,000000	0,000000	0,000000
8,444114	0,223812	8,282556	8,350205	8,699582	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,142073	0,200228	7,932793	7,951570	7,972833	8,007633	8,198676	8,271550	8,397350	8,404178	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
