8,251254	0,252359	7,915480	7,926263	7,936116	7,945961	7,957593	7,964392	7,972798	7,982623	7,990991	8,007369	8,019364	8,053540	8,066555	8,080641	8,109649	8,124202	8,128694	8,137765	8,165711	8,172606	8,184789	8,223930	8,270879	8,287306	8,312736	8,328561	8,350530	8,358614	8,365310	8,375701	8,391832	8,412390	8,427512	8,439836	8,465939	8,497388	8,624749	8,632744	8,680008	8,687607	8,779738	8,796236	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,269817	0,283589	7,925962	7,931502	7,937439	7,944357	7,952006	7,964767	7,977458	7,986274	8,001083	8,001307	8,008615	8,027023	8,044607	8,051023	8,058022	8,070988	8,089505	8,095269	8,103468	8,110928	8,116210	8,188601	8,196607	8,252405	8,264940	8,275233	8,290233	8,344525	8,371408	8,469264	8,479089	8,491862	8,522532	8,550287	8,560102	8,577869	8,602310	8,621511	8,636033	8,665291	8,712146	8,745838	8,797960	8,858072	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,279322	0,236775	7,933599	7,951331	7,964403	7,974278	7,981194	7,988963	7,997183	8,005592	8,022012	8,057233	8,079305	8,092790	8,104088	8,109157	8,125432	8,137100	8,149697	8,179167	8,196867	8,205142	8,210464	8,226323	8,248148	8,263216	8,277863	8,291822	8,305561	8,313699	8,334528	8,354470	8,365073	8,427524	8,440389	8,452336	8,461116	8,474483	8,480411	8,499379	8,510117	8,523215	8,565818	8,602663	8,609988	8,765659	8,773620	8,816403	0,000000	0,000000	0,000000	0,000000	0,000000
8,300243	0,264913	7,926088	7,936127	7,942711	7,956685	7,967578	7,977715	7,992005	7,999051	8,006918	8,021857	8,031115	8,048057	8,064488	8,079274	8,161524	8,220162	8,236194	8,252180	8,258576	8,292041	8,298231	8,307507	8,320210	8,331906	8,364041	8,373784	8,388633	8,401438	8,418323	8,427896	8,434803	8,444122	8,470908	8,481061	8,510122	8,539236	8,602424	8,608968	8,637399	8,682165	8,694798	8,846279	8,955840	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,327985	0,284640	7,931622	7,934324	7,946242	7,957620	7,969743	7,974793	7,983491	7,997463	8,006126	8,020512	8,033400	8,054203	8,062410	8,068911	8,087472	8,111171	8,142240	8,153116	8,184757	8,193037	8,217507	8,235179	8,243205	8,258432	8,278346	8,284057	8,298717	8,305487	8,366879	8,412078	8,415849	8,422190	8,463573	8,484408	8,494582	8,502528	8,522541	8,537323	8,542701	8,559057	8,572829	8,622063	8,634679	8,648639	8,701199	8,769051	8,779634	8,792071	8,799070	8,824585	8,926134
8,328730	0,281501	7,941124	7,947607	7,961189	7,968784	7,977917	7,984967	7,995901	8,013723	8,039743	8,045765	8,068822	8,081471	8,134221	8,171366	8,181478	8,198994	8,209965	8,217177	8,223683	8,229480	8,246998	8,258096	8,264901	8,348309	8,360449	8,387514	8,395499	8,441687	8,470590	8,475995	8,508660	8,533724	8,562324	8,586786	8,612593	8,671840	8,693509	8,734597	8,755473	8,778543	8,784949	8,817781	8,851204	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,310944	0,268215	7,933491	7,940279	7,949829	7,957471	7,976603	7,991412	8,005440	8,023946	8,038164	8,053265	8,076521	8,085187	8,096612	8,113820	8,125736	8,165207	8,185835	8,256515	8,265286	8,277717	8,290237	8,298211	8,304069	8,331253	8,344179	8,352027	8,365962	8,386376	8,446210	8,455552	8,474191	8,479761	8,488163	8,498813	8,525156	8,532842	8,605768	8,717124	8,730441	8,746524	8,779012	8,830928	8,869477	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,311954	0,282538	7,929696	7,939423	7,946934	7,953289	7,963640	7,975061	8,000761	8,009143	8,024825	8,034627	8,046937	8,058804	8,064668	8,077297	8,081488	8,088917	8,118815	8,153800	8,161568	8,176262	8,188661	8,201327	8,211698	8,221842	8,238671	8,252826	8,302851	8,325438	8,335620	8,375296	8,427331	8,433967	8,450223	8,464474	8,470397	8,523692	8,560308	8,575472	8,587326	8,602635	8,640574	8,654006	8,713315	8,730180	8,736616	8,753421	8,812385	8,837468	8,851776	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,415410	NaN	8,415410	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
