8,367017	0,013020	8,350925	8,364094	8,371034	8,382014	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,387450	0,026386	8,348788	8,358369	8,366660	8,376880	8,390815	8,395981	8,410491	8,417071	8,421991	0,000000	0,000000
8,382668	0,045989	8,338154	8,347448	8,351654	8,372855	8,385246	8,414791	8,468525	0,000000	0,000000	0,000000	0,000000
8,363576	0,024617	8,338133	8,345273	8,355787	8,360431	8,375394	8,406440	0,000000	0,000000	0,000000	0,000000	0,000000
8,378194	0,033520	8,343369	8,351904	8,365184	8,373591	8,402991	8,432126	0,000000	0,000000	0,000000	0,000000	0,000000
8,376373	0,036138	8,331670	8,343306	8,357625	8,367067	8,379789	8,388130	8,395693	8,447708	0,000000	0,000000	0,000000
8,381717	0,039977	8,337267	8,345229	8,352522	8,361328	8,375168	8,415437	8,426639	8,440146	0,000000	0,000000	0,000000
8,350811	0,019424	8,330521	8,341472	8,355778	8,375474	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,403176	0,073233	8,330342	8,344859	8,354540	8,361382	8,368492	8,378310	8,387419	8,409300	8,418837	8,523092	8,558358
8,386570	0,026146	8,356456	8,366452	8,379374	8,387527	8,399655	8,429959	0,000000	0,000000	0,000000	0,000000	0,000000
