8,358171	0,012385	8,345884	8,357976	8,370652	0,000000	0,000000	0,000000
8,409515	0,043220	8,347423	8,415337	8,429542	8,445756	0,000000	0,000000
8,381476	0,020661	8,361256	8,367442	8,391964	8,405242	0,000000	0,000000
8,362511	0,017612	8,344020	8,356576	8,363429	8,386017	0,000000	0,000000
8,372870	0,018666	8,359672	8,386069	0,000000	0,000000	0,000000	0,000000
8,388596	0,020537	8,366871	8,379362	8,393378	8,414772	0,000000	0,000000
8,366109	0,006137	8,361770	8,370449	0,000000	0,000000	0,000000	0,000000
8,382457	0,037064	8,346026	8,354520	8,367493	8,374952	8,407029	8,444724
8,380878	0,029516	8,360442	8,367475	8,414718	0,000000	0,000000	0,000000
8,386700	0,042195	8,356863	8,416536	0,000000	0,000000	0,000000	0,000000
