8,385625	0,040295	8,346227	8,356742	8,371776	8,410198	8,443181
8,377771	0,006187	8,373397	8,382146	0,000000	0,000000	0,000000
8,405591	0,030521	8,374126	8,380718	8,400869	8,425383	8,446862
8,382530	0,032185	8,358395	8,370124	8,419071	0,000000	0,000000
8,387304	0,036406	8,359240	8,374231	8,428442	0,000000	0,000000
8,374788	0,024063	8,357773	8,391803	0,000000	0,000000	0,000000
8,370636	0,007694	8,365196	8,376077	0,000000	0,000000	0,000000
8,382873	0,021396	8,361148	8,383549	8,403923	0,000000	0,000000
8,436145	0,061950	8,367377	8,380829	8,446682	8,470502	8,515333
8,390378	0,031399	8,356550	8,368697	8,381018	8,414520	8,431106
