8,370003	0,008751	8,363815	8,376191	0,000000	0,000000
8,366910	0,006397	8,362387	8,371434	0,000000	0,000000
8,364774	0,006235	8,360366	8,369183	0,000000	0,000000
8,374255	NaN	8,374255	0,000000	0,000000	0,000000
8,370847	0,009969	8,363798	8,377896	0,000000	0,000000
8,374207	0,018815	8,355353	8,364686	8,378069	8,398721
8,404057	0,046731	8,371013	8,437101	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000
8,377028	NaN	8,377028	0,000000	0,000000	0,000000
8,408347	0,047999	8,365814	8,398839	8,460389	0,000000
