NaN	-0,000000	0,000000	0,000000	0,000000	0,000000
8,370279	0,012597	8,361371	8,379187	0,000000	0,000000
8,360335	NaN	8,360335	0,000000	0,000000	0,000000
8,394205	0,022137	8,369317	8,401599	8,411697	0,000000
8,398223	0,032988	8,374744	8,383986	8,435939	0,000000
8,368773	0,012721	8,356352	8,368194	8,381773	0,000000
8,434452	0,050314	8,376628	8,412097	8,458155	8,490927
8,357507	NaN	8,357507	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000
8,374070	0,015815	8,359633	8,371604	8,390974	0,000000
