8,299499	0,262838	7,939825	7,951261	7,962896	7,970010	7,975593	7,984427	7,990677	7,999021	8,010656	8,020436	8,035476	8,045344	8,063693	8,079089	8,084389	8,092684	8,103659	8,115723	8,146407	8,152547	8,174353	8,185861	8,206056	8,212531	8,220619	8,243645	8,256169	8,262764	8,284074	8,290466	8,316536	8,327038	8,357860	8,363479	8,370808	8,412187	8,425003	8,447376	8,456410	8,463398	8,474641	8,482911	8,502732	8,512949	8,562576	8,589355	8,637676	8,651656	8,704096	8,753192	8,793041	8,812889	8,841184	8,853582	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,334217	0,271490	7,949269	7,964188	7,971595	7,982771	7,992136	7,998716	8,008285	8,016768	8,025228	8,034807	8,038966	8,045867	8,055406	8,090868	8,098282	8,139848	8,148188	8,156656	8,166722	8,175625	8,190504	8,196212	8,203861	8,229294	8,256756	8,282827	8,321798	8,331891	8,347528	8,358399	8,366570	8,395069	8,412944	8,431929	8,440123	8,478113	8,494611	8,510803	8,524899	8,539955	8,554180	8,558854	8,570735	8,613233	8,621696	8,629866	8,668998	8,689580	8,696859	8,718021	8,740382	8,816242	8,835031	8,959756	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,296814	0,290270	7,939565	7,946111	7,951464	7,963623	7,976058	7,984382	7,991990	8,001947	8,006889	8,021245	8,028443	8,035137	8,052365	8,058278	8,069396	8,074894	8,089980	8,096575	8,102207	8,122692	8,152809	8,170929	8,177529	8,184462	8,211727	8,222735	8,250930	8,309717	8,346074	8,350773	8,361326	8,381890	8,386073	8,407141	8,466372	8,474123	8,488340	8,527292	8,554474	8,660722	8,701674	8,729583	8,734879	8,744909	8,749793	8,794875	8,819305	8,827385	8,842800	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,339980	0,303604	7,938996	7,951474	7,956282	7,966206	7,976218	7,982111	7,991234	8,002669	8,012033	8,026667	8,040352	8,051856	8,057993	8,078057	8,110862	8,123245	8,135000	8,138755	8,148660	8,168248	8,187263	8,221658	8,231223	8,249269	8,274149	8,281626	8,311144	8,332374	8,349343	8,386228	8,419781	8,505729	8,555261	8,563193	8,590188	8,625385	8,653407	8,661155	8,672470	8,680607	8,713439	8,734791	8,752792	8,777845	8,789167	8,796796	8,805728	8,835616	8,844454	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,386658	0,293343	7,949488	7,959513	7,967340	7,987140	7,997073	8,003003	8,018855	8,025867	8,036192	8,047199	8,083217	8,091617	8,121501	8,134771	8,194296	8,207474	8,232675	8,263422	8,269882	8,280187	8,292122	8,337183	8,346985	8,355397	8,367971	8,395906	8,411210	8,457665	8,464650	8,479397	8,503427	8,516436	8,625090	8,633930	8,644187	8,674350	8,682504	8,686776	8,710562	8,734277	8,744417	8,762078	8,766335	8,792955	8,798267	8,810704	8,841057	8,853051	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,360132	0,286400	7,935270	7,950103	7,967266	7,976567	7,983182	8,000376	8,006644	8,016233	8,022466	8,034118	8,042905	8,053818	8,065604	8,090870	8,102124	8,109377	8,123055	8,137087	8,147795	8,160583	8,168599	8,181534	8,190718	8,217936	8,249519	8,258768	8,264395	8,272918	8,280651	8,292176	8,315710	8,325525	8,332570	8,353792	8,360224	8,371971	8,383232	8,411621	8,458330	8,476375	8,481380	8,490782	8,518973	8,536890	8,548406	8,560393	8,613972	8,655674	8,684703	8,700903	8,721133	8,733635	8,741316	8,748842	8,771024	8,780079	8,795922	8,801032	8,818921	8,831102	8,843595	8,857516
8,314286	0,293523	7,945338	7,953402	7,959610	7,975415	7,981889	7,991751	7,997203	8,003170	8,012121	8,027261	8,039459	8,048974	8,059452	8,087398	8,133306	8,148462	8,197957	8,206194	8,217328	8,242971	8,252094	8,280579	8,294315	8,321177	8,330405	8,341307	8,371136	8,430961	8,446379	8,461208	8,476755	8,534617	8,554325	8,621348	8,667887	8,716649	8,728109	8,780721	8,806008	8,816597	8,835485	8,903278	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,326916	0,265717	7,951997	7,962177	7,967799	7,975055	7,982579	7,995524	8,003666	8,010218	8,019719	8,031715	8,037875	8,047465	8,067258	8,097497	8,114438	8,130869	8,143953	8,172612	8,188394	8,233338	8,241873	8,266967	8,282215	8,300770	8,307969	8,323036	8,330600	8,338271	8,357707	8,381858	8,395519	8,407388	8,414881	8,422675	8,455597	8,463477	8,471259	8,484357	8,491328	8,539870	8,577707	8,608133	8,620101	8,666330	8,700056	8,715276	8,734462	8,766418	8,783663	8,807252	8,881547	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,274053	0,246155	7,945517	7,949934	7,959257	7,970204	7,975542	7,983120	7,996976	8,006193	8,014879	8,022475	8,028013	8,033776	8,039607	8,052760	8,065634	8,073727	8,082514	8,087639	8,095283	8,108336	8,125071	8,151532	8,160107	8,168883	8,179867	8,187960	8,208824	8,218287	8,233968	8,259856	8,265551	8,297384	8,306790	8,345381	8,355488	8,363237	8,404356	8,410796	8,432557	8,454636	8,471520	8,480165	8,517597	8,526911	8,548118	8,554858	8,562542	8,578168	8,600721	8,616920	8,644886	8,652066	8,685113	8,764628	8,846773	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,332121	0,287087	7,945369	7,952603	7,960206	7,970421	7,975817	7,983363	7,992288	8,002948	8,013191	8,025821	8,031999	8,039516	8,056169	8,064544	8,095562	8,112576	8,121443	8,143620	8,166710	8,173835	8,213818	8,220196	8,240969	8,259994	8,269578	8,294956	8,314058	8,323827	8,363310	8,373997	8,443908	8,451829	8,465212	8,475858	8,482774	8,496762	8,510839	8,525813	8,561036	8,606608	8,625399	8,637036	8,645553	8,690708	8,708582	8,782486	8,790729	8,802757	8,810691	8,850893	8,870002	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
