8,296378	0,265214	7,943763	7,950507	7,965118	7,972237	7,982109	7,987187	7,997075	8,016909	8,022081	8,032058	8,045610	8,050506	8,060348	8,072035	8,121839	8,141091	8,163535	8,181441	8,196923	8,212332	8,227864	8,249355	8,262871	8,308332	8,332738	8,342942	8,346199	8,397889	8,416940	8,434662	8,445021	8,462147	8,467215	8,489925	8,538022	8,549962	8,563063	8,605085	8,626953	8,645353	8,754881	8,800254	8,811914	8,846348	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,373679	0,283393	7,939613	7,947582	7,965053	7,979625	8,003764	8,012677	8,031718	8,039735	8,048196	8,056619	8,074351	8,081427	8,095646	8,109632	8,119764	8,130559	8,139351	8,149962	8,159227	8,163886	8,178362	8,183950	8,197384	8,213426	8,224825	8,234283	8,247948	8,248106	8,263762	8,285719	8,311753	8,321943	8,341571	8,348323	8,352420	8,388364	8,399568	8,409530	8,459002	8,467505	8,480451	8,484746	8,505343	8,534696	8,541808	8,554402	8,575225	8,622763	8,652363	8,680484	8,709880	8,727824	8,735263	8,741854	8,756343	8,768265	8,775312	8,781493	8,788247	8,797518	8,817969	8,831969	8,852713	8,872366
8,309049	0,284350	7,933263	7,941622	7,953752	7,959713	7,964807	7,977911	7,984981	7,996486	8,007914	8,022553	8,029020	8,049567	8,055728	8,062672	8,067433	8,076512	8,089207	8,107911	8,142368	8,150771	8,205139	8,221818	8,234521	8,249335	8,260504	8,290177	8,323165	8,333311	8,346438	8,361225	8,405922	8,440771	8,454183	8,461668	8,482339	8,502087	8,513632	8,527523	8,577765	8,583718	8,667453	8,686606	8,716848	8,735225	8,754010	8,764308	8,810805	8,824079	8,834660	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,319178	0,287969	7,934173	7,947776	7,955039	7,962318	7,968827	7,976084	7,982392	7,991339	7,999608	8,005413	8,013692	8,020998	8,029513	8,040609	8,051379	8,072371	8,087917	8,098122	8,113587	8,144355	8,149560	8,155356	8,169342	8,183857	8,195606	8,205220	8,230566	8,244164	8,252176	8,262106	8,271824	8,291446	8,299705	8,345673	8,370378	8,381652	8,418190	8,441428	8,460942	8,468913	8,481032	8,493537	8,534755	8,543070	8,598390	8,621164	8,644938	8,668178	8,675477	8,681149	8,750702	8,771275	8,775381	8,783831	8,802169	8,810019	8,836123	8,847525	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,348902	0,308730	7,942724	7,947730	7,961452	7,974722	7,985512	7,997331	8,010818	8,017951	8,033260	8,053036	8,070798	8,076491	8,092709	8,097751	8,126032	8,158247	8,173071	8,196027	8,203532	8,238435	8,247725	8,270901	8,288652	8,297984	8,318882	8,329938	8,350901	8,357205	8,374329	8,399513	8,424466	8,435351	8,454514	8,500478	8,571954	8,627148	8,664519	8,697915	8,734436	8,747073	8,755583	8,762901	8,776604	8,794244	8,809322	8,829406	9,218827	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,325101	0,266363	7,939410	7,951232	7,961558	7,974353	7,986284	7,994261	8,002626	8,011734	8,025467	8,033190	8,044121	8,053450	8,062019	8,081146	8,092430	8,101807	8,116835	8,122747	8,148356	8,154704	8,161495	8,178059	8,209105	8,237213	8,257468	8,275250	8,291284	8,323674	8,334363	8,364620	8,372526	8,388698	8,401215	8,421178	8,425667	8,449507	8,460457	8,465572	8,475943	8,498929	8,507327	8,556840	8,564826	8,587019	8,597952	8,607386	8,626313	8,635040	8,659687	8,695524	8,711341	8,769815	8,813207	8,825353	8,872980	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,271250	0,238220	7,941952	7,952903	7,965303	7,971837	7,976318	7,991640	7,998085	8,009988	8,019589	8,032749	8,044656	8,055018	8,072322	8,083686	8,102882	8,111084	8,150210	8,169210	8,186215	8,199973	8,232549	8,254705	8,263066	8,277443	8,285329	8,309086	8,324647	8,343483	8,356936	8,369601	8,382998	8,398037	8,404962	8,422409	8,432951	8,468401	8,509480	8,523475	8,538621	8,564456	8,579169	8,604594	8,726086	8,780622	8,817533	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,315430	0,268284	7,927318	7,946379	7,954807	7,966023	7,978323	7,986174	7,992799	8,000309	8,013863	8,020104	8,035569	8,051045	8,063333	8,069433	8,080408	8,092733	8,110512	8,136906	8,147330	8,155002	8,167395	8,176743	8,193458	8,204073	8,217476	8,223303	8,249867	8,256970	8,284237	8,290907	8,299760	8,303719	8,313084	8,320218	8,335012	8,349613	8,364121	8,395743	8,415235	8,441584	8,468974	8,488817	8,504011	8,516655	8,545139	8,561832	8,576177	8,605349	8,614143	8,685087	8,721792	8,737612	8,745510	8,751477	8,777580	8,799304	8,809363	8,855252	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,352962	0,288957	7,939964	7,952734	7,959298	7,977145	7,987752	7,995293	8,000139	8,016063	8,030214	8,039438	8,051324	8,064063	8,073245	8,095207	8,122075	8,149876	8,182112	8,190065	8,207061	8,211945	8,223906	8,241417	8,260034	8,276970	8,325455	8,335743	8,349925	8,356026	8,369571	8,400761	8,409655	8,442362	8,461306	8,477947	8,487538	8,507854	8,541475	8,581938	8,592630	8,615767	8,626676	8,673077	8,716162	8,755279	8,774700	8,785231	8,804032	8,812017	8,822733	8,852145	8,875736	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,353628	0,282415	7,933426	7,940571	7,948733	7,952801	7,965561	7,987259	8,005155	8,024630	8,032282	8,040336	8,049035	8,059027	8,087311	8,126187	8,150768	8,158643	8,167244	8,193721	8,205018	8,224096	8,231973	8,246498	8,280594	8,316753	8,325738	8,337524	8,341993	8,348245	8,355403	8,362369	8,369417	8,377773	8,384135	8,413952	8,453226	8,475761	8,485453	8,549861	8,573268	8,591368	8,606075	8,628239	8,678402	8,697235	8,716749	8,728507	8,747651	8,755595	8,783578	8,804527	8,809635	8,845334	8,867670	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
