7,987047	0,020971	7,959070	7,984025	7,997701	8,007394	0,000000	0,000000	0,000000	0,000000	0,000000
7,980931	0,038858	7,954072	7,960964	7,970333	8,038354	0,000000	0,000000	0,000000	0,000000	0,000000
7,985324	0,014427	7,969939	7,977445	7,991704	8,002205	0,000000	0,000000	0,000000	0,000000	0,000000
7,998823	0,036487	7,969895	7,976809	7,988105	7,998125	8,061180	0,000000	0,000000	0,000000	0,000000
8,025632	0,085133	7,961320	7,981755	7,989154	7,994453	8,010693	8,029649	8,212402	0,000000	0,000000
8,004693	0,041204	7,972294	7,985340	7,996435	8,064702	0,000000	0,000000	0,000000	0,000000	0,000000
8,014227	0,041162	7,957560	7,971189	7,982575	7,990725	8,016117	8,031419	8,043854	8,059380	8,075227
8,013779	0,034555	7,972724	7,982452	8,006924	8,013133	8,047997	8,059442	0,000000	0,000000	0,000000
7,970852	0,008342	7,962677	7,970527	7,979351	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
7,982409	0,019737	7,957061	7,973206	7,978851	7,994675	8,008251	0,000000	0,000000	0,000000	0,000000
