8,330707	0,303902	7,945383	7,955122	7,966534	7,978542	7,986282	7,991775	7,999714	8,011246	8,017192	8,025341	8,032147	8,039486	8,052933	8,059003	8,071126	8,079437	8,094602	8,103481	8,108892	8,114778	8,133163	8,152518	8,160670	8,169650	8,178029	8,191646	8,199800	8,244000	8,254901	8,326723	8,336830	8,384552	8,434318	8,494596	8,510193	8,540328	8,554036	8,574538	8,617109	8,644438	8,660650	8,694244	8,714542	8,720144	8,727743	8,733461	8,746690	8,761585	8,766388	8,791176	8,799957	8,818722	8,857118	0,000000	0,000000
8,319461	0,290902	7,931604	7,944456	7,955337	7,968876	7,983888	7,992358	8,009481	8,014337	8,024799	8,031032	8,046582	8,061785	8,069689	8,085960	8,134086	8,139317	8,168801	8,184115	8,205585	8,218148	8,232333	8,241609	8,250408	8,255116	8,274510	8,286788	8,321450	8,327797	8,359565	8,435427	8,450051	8,544610	8,556675	8,567257	8,586557	8,629411	8,664458	8,696449	8,738516	8,765894	8,778100	8,783837	8,790537	8,802232	8,865915	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,361412	0,301951	7,944770	7,956083	7,966037	7,973937	7,983582	7,995480	8,005222	8,011732	8,019139	8,025983	8,037010	8,047396	8,061295	8,070342	8,092135	8,126145	8,166532	8,180333	8,252484	8,255673	8,264054	8,285637	8,296187	8,303212	8,315232	8,322197	8,330051	8,348634	8,353021	8,358213	8,380124	8,469924	8,478086	8,567282	8,581876	8,630725	8,641545	8,681941	8,709997	8,716363	8,730715	8,744463	8,751121	8,760237	8,776214	8,797328	8,807220	8,817632	8,823554	8,856505	0,000000	0,000000	0,000000	0,000000	0,000000
8,379484	0,306664	7,939279	7,952393	7,966047	7,979736	7,990945	8,001416	8,011395	8,014942	8,022488	8,036947	8,096476	8,118734	8,153674	8,177703	8,210054	8,215984	8,225874	8,252687	8,270558	8,301731	8,321353	8,403814	8,448530	8,459680	8,476049	8,486701	8,504851	8,585114	8,610609	8,618099	8,631073	8,640763	8,652644	8,716899	8,755957	8,762821	8,769595	8,785940	8,814626	8,827586	8,851570	8,874988	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,350222	0,270926	7,945096	7,957199	7,971299	7,977897	7,983535	7,988511	8,009408	8,019901	8,053535	8,081547	8,106604	8,113838	8,148874	8,155943	8,164855	8,178324	8,191688	8,204319	8,209911	8,218811	8,237507	8,254591	8,261606	8,275696	8,284912	8,296431	8,315679	8,342020	8,350623	8,407601	8,433869	8,452508	8,508266	8,519073	8,529443	8,546338	8,577609	8,600224	8,635258	8,644440	8,652600	8,663931	8,673214	8,679948	8,708704	8,732010	8,763318	8,801392	8,813584	8,867602	0,000000	0,000000	0,000000	0,000000	0,000000
8,323245	0,283286	7,945561	7,960281	7,968216	7,980658	7,995504	8,000943	8,008110	8,013772	8,019431	8,028621	8,035866	8,052475	8,067230	8,098997	8,111732	8,120327	8,134650	8,145056	8,162578	8,200243	8,207771	8,222078	8,230832	8,239054	8,254103	8,278695	8,289447	8,307910	8,312120	8,392674	8,400924	8,405821	8,433807	8,470832	8,509148	8,521602	8,585910	8,599767	8,631940	8,640617	8,649473	8,705198	8,716175	8,734714	8,768015	8,775195	8,781517	8,849087	8,874347	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,357600	0,307920	7,943303	7,950061	7,955399	7,967246	7,971163	7,977862	7,988564	8,000337	8,019926	8,033838	8,054754	8,063176	8,072600	8,087919	8,096043	8,108185	8,114148	8,127047	8,145076	8,179558	8,193774	8,203011	8,220473	8,253099	8,261833	8,272392	8,281037	8,290032	8,298767	8,308039	8,334302	8,353586	8,366118	8,435928	8,447166	8,498516	8,513627	8,522399	8,532454	8,545609	8,580716	8,626407	8,710374	8,730974	8,756330	8,765263	8,776013	8,796184	8,803788	8,808381	8,831364	8,842838	8,851914	8,868574	8,930513
8,339357	0,293992	7,941911	7,949111	7,955544	7,966653	7,972739	7,986995	7,992894	8,010865	8,018744	8,025251	8,040608	8,048830	8,060019	8,071575	8,080427	8,095743	8,127509	8,139013	8,147739	8,153843	8,166530	8,204061	8,221580	8,232246	8,241106	8,266344	8,281662	8,302306	8,368579	8,383707	8,418657	8,440295	8,455886	8,491077	8,531477	8,543792	8,555106	8,566894	8,577357	8,638650	8,644600	8,678553	8,686208	8,716344	8,724491	8,733778	8,750609	8,756319	8,798020	8,806347	8,833847	8,844101	0,000000	0,000000	0,000000
8,311222	0,305084	7,936298	7,944654	7,955736	7,960933	7,969125	7,975889	7,983201	7,992674	8,008794	8,015533	8,028394	8,039674	8,047593	8,064342	8,096781	8,102023	8,109197	8,146400	8,178801	8,188064	8,202140	8,209699	8,221716	8,239459	8,249547	8,263214	8,320554	8,335935	8,359028	8,376048	8,507148	8,549991	8,591288	8,609870	8,615000	8,662647	8,671852	8,685180	8,732932	8,750661	8,783564	8,798600	8,804018	8,813950	8,906835	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,311848	0,273318	7,941744	7,955816	7,962959	7,972444	7,983679	7,994818	8,004941	8,017694	8,031695	8,050518	8,060796	8,072500	8,093546	8,109134	8,116790	8,144232	8,162087	8,167885	8,175357	8,189258	8,213779	8,237500	8,251708	8,293540	8,339684	8,351235	8,400526	8,415623	8,466144	8,487676	8,499742	8,507897	8,519296	8,546929	8,561883	8,612638	8,633304	8,643658	8,700250	8,711324	8,738167	8,757545	8,803896	8,819451	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
