8,371464	0,252633	7,982659	7,999084	8,057875	8,066684	8,155403	8,178192	8,209317	8,309295	8,336175	8,373416	8,449441	8,513867	8,535871	8,544791	8,588166	8,613436	8,657534	8,693307	8,793311	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,340935	0,317155	7,973837	7,987063	8,001862	8,024863	8,057504	8,155533	8,252658	8,380978	8,393113	8,617686	8,624463	8,731333	8,775538	8,796659	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,287726	0,258715	7,969565	7,976845	7,981921	8,010195	8,019803	8,046342	8,064977	8,098995	8,106568	8,111109	8,309441	8,319290	8,331900	8,364987	8,386555	8,394275	8,412976	8,452744	8,484522	8,494748	8,738159	8,767680	8,774109	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,358233	0,297922	7,983702	7,992002	8,003896	8,105326	8,181448	8,204034	8,304664	8,372946	8,393991	8,490859	8,657127	8,750346	8,761106	8,813808	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,346837	0,291303	7,982932	7,996039	8,023358	8,066894	8,176058	8,270016	8,343981	8,364862	8,486922	8,607430	8,675145	8,681495	8,833746	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,354795	0,299700	7,990132	8,000399	8,147254	8,211243	8,253742	8,382184	8,389560	8,518096	8,821852	8,833486	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,370540	0,261376	7,982644	8,011541	8,061118	8,197410	8,214608	8,230871	8,239268	8,276043	8,291956	8,301185	8,326561	8,408676	8,464142	8,693892	8,706337	8,724833	8,735153	8,803475	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,369786	0,311559	7,980590	7,987008	7,994089	8,001570	8,009012	8,025842	8,039109	8,052287	8,069337	8,102445	8,129070	8,238904	8,260802	8,294873	8,325046	8,335603	8,348783	8,355405	8,529683	8,599643	8,610570	8,616378	8,667107	8,723665	8,752919	8,781151	8,794573	8,799756	8,828086	8,840268
8,298952	0,188607	7,995755	8,009389	8,023203	8,065105	8,186473	8,238238	8,271462	8,361748	8,391640	8,412954	8,425693	8,434935	8,469949	8,480332	8,497600	8,518758	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,388255	0,238120	7,998739	8,130024	8,175434	8,183875	8,211348	8,229181	8,235756	8,282643	8,314015	8,383207	8,407399	8,438284	8,519901	8,534980	8,571739	8,773853	8,788605	8,809614	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
