8,290711	0,257512	7,957850	7,966919	7,987430	8,014136	8,027910	8,148614	8,163427	8,225109	8,286840	8,359544	8,394397	8,465812	8,482421	8,498982	8,512042	8,641474	8,809184	0,000000	0,000000	0,000000	0,000000	0,000000
8,193942	0,221556	7,957008	7,961792	7,972388	7,980236	7,996239	8,007647	8,012988	8,033485	8,064748	8,103808	8,150506	8,170117	8,195578	8,230332	8,252930	8,266123	8,320733	8,375006	8,399927	8,422185	8,633136	8,759803
8,243629	0,263639	7,960607	7,967881	7,981747	7,989308	7,999371	8,005023	8,058391	8,174153	8,202134	8,215353	8,222037	8,250876	8,296459	8,509241	8,532999	8,556179	8,699645	8,763927	0,000000	0,000000	0,000000	0,000000
8,118684	0,204726	7,958049	7,966078	7,983251	7,996071	8,005723	8,017793	8,023110	8,031286	8,040850	8,135565	8,149737	8,178983	8,201436	8,344512	8,747817	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,226073	0,255553	7,965971	7,979500	8,002505	8,023408	8,115913	8,209847	8,322262	8,333275	8,342181	8,357972	8,833974	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,316087	0,319229	7,956276	7,972573	7,990708	7,996404	8,003643	8,015222	8,036997	8,178522	8,216633	8,223995	8,227690	8,242738	8,266478	8,591445	8,617506	8,655303	8,726210	8,739185	8,821693	8,842514	0,000000	0,000000
8,260233	0,288342	7,967010	7,972548	7,978808	7,986290	8,002239	8,030271	8,097621	8,182500	8,221394	8,249280	8,315304	8,419595	8,601546	8,635995	8,724742	8,778584	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,290546	0,273890	7,964198	7,979336	7,998738	8,041096	8,101897	8,130255	8,240115	8,244938	8,260111	8,299323	8,426746	8,489454	8,703182	8,714255	8,764540	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,306587	0,314203	7,968681	7,975387	7,983695	7,988993	8,011707	8,026197	8,087223	8,130121	8,149024	8,246352	8,285930	8,539431	8,555939	8,580830	8,688054	8,726130	8,784219	8,790653	0,000000	0,000000	0,000000	0,000000
8,164679	0,278495	7,954739	7,962793	7,971814	7,978313	7,988493	7,994970	8,001688	8,016094	8,029048	8,057118	8,257009	8,316323	8,458279	8,683188	8,800322	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
