8,316291	0,298099	7,958339	7,964414	7,969809	7,982208	7,991170	8,008742	8,017581	8,031191	8,051499	8,061785	8,073189	8,099613	8,111475	8,123742	8,151755	8,188617	8,197134	8,226282	8,232371	8,243568	8,261427	8,331038	8,349399	8,371529	8,379702	8,456735	8,516301	8,556431	8,563294	8,691907	8,700180	8,726825	8,753573	8,763599	8,831042	8,850363	8,914953	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,302020	0,298695	7,953492	7,967617	7,976147	7,989388	8,000443	8,014769	8,032503	8,069690	8,101177	8,106983	8,129670	8,181266	8,232997	8,317869	8,350156	8,500492	8,552900	8,561593	8,579339	8,598525	8,656665	8,733466	8,808868	8,832476	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,300989	0,295428	7,957016	7,971796	7,979552	7,979868	7,980149	7,985033	7,992044	8,006579	8,013308	8,021347	8,030463	8,057492	8,078099	8,094477	8,138054	8,165788	8,193877	8,212488	8,248848	8,281083	8,360401	8,378342	8,394373	8,430469	8,438867	8,458756	8,501910	8,523787	8,650798	8,662263	8,705016	8,728023	8,745370	8,806994	8,826779	8,836097	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,296265	0,236611	7,960296	7,971976	7,978349	7,983368	7,991573	8,007451	8,014591	8,024133	8,047508	8,066299	8,074583	8,087818	8,096530	8,124787	8,133565	8,144234	8,158558	8,210302	8,249068	8,263223	8,269773	8,278137	8,286124	8,292581	8,306678	8,317402	8,323211	8,331048	8,336597	8,344944	8,379101	8,391233	8,401405	8,406774	8,415029	8,462755	8,509132	8,560564	8,571853	8,622584	8,632565	8,649597	8,666678	8,708299	8,755547	8,820364
8,334548	0,289121	7,951539	7,959935	7,970943	7,985421	7,998103	8,001511	8,016245	8,021186	8,057386	8,074464	8,130118	8,145074	8,182723	8,205082	8,214568	8,269379	8,275417	8,289448	8,304477	8,322341	8,341123	8,387516	8,408490	8,461905	8,582728	8,601570	8,625191	8,633841	8,698646	8,709873	8,725989	8,742577	8,770481	8,808262	8,835615	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,293069	0,273047	7,962931	7,982788	7,990700	7,997180	8,015968	8,022124	8,033166	8,060176	8,083380	8,089403	8,100795	8,122373	8,143129	8,147136	8,188878	8,208502	8,213843	8,225069	8,248172	8,261802	8,278000	8,373163	8,403346	8,442023	8,495592	8,509611	8,540208	8,673787	8,682694	8,698222	8,812807	8,826696	8,837606	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,354348	0,295460	7,949790	7,965511	7,978326	7,984518	7,995064	7,999718	8,006512	8,019491	8,027081	8,042941	8,047446	8,084691	8,113898	8,121769	8,184679	8,237305	8,259271	8,287314	8,328995	8,435106	8,465819	8,496679	8,517252	8,540125	8,552240	8,570007	8,582974	8,599167	8,618264	8,627163	8,633866	8,640043	8,656240	8,678304	8,784964	8,791706	8,813633	8,827347	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,367545	0,282554	7,943919	7,966839	7,980649	8,012877	8,026169	8,066649	8,098079	8,127293	8,180816	8,191112	8,202034	8,229776	8,241929	8,266612	8,285430	8,291277	8,308519	8,350175	8,364639	8,384763	8,522425	8,544567	8,579967	8,616823	8,666234	8,673750	8,681911	8,689628	8,760226	8,791980	8,806797	8,907571	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,327004	0,282269	7,969688	7,975854	7,983189	7,997503	8,013037	8,040973	8,069043	8,093023	8,102909	8,135543	8,188664	8,203538	8,229324	8,234263	8,297943	8,364292	8,388904	8,408689	8,479993	8,489741	8,521173	8,542526	8,558123	8,655210	8,723853	8,752894	8,864070	8,872149	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,345337	0,284952	7,959446	7,971243	7,984339	8,000756	8,008093	8,014188	8,022613	8,036016	8,043408	8,053064	8,061102	8,086474	8,096529	8,118905	8,124306	8,133726	8,153272	8,188859	8,209633	8,215897	8,321097	8,342499	8,361216	8,423113	8,436589	8,444706	8,469067	8,482251	8,498278	8,510732	8,561863	8,579522	8,604376	8,620166	8,674909	8,693855	8,700248	8,714992	8,749432	8,757840	8,773071	8,820913	8,826906	0,000000	0,000000	0,000000
