8,365150	0,290568	7,988135	7,994844	8,049996	8,070206	8,113398	8,122834	8,145049	8,225835	8,294587	8,340996	8,353516	8,368366	8,463368	8,617034	8,664991	8,745277	8,766439	8,792281	8,820707	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,491002	0,251191	7,996449	8,081054	8,109667	8,156079	8,234354	8,387656	8,399120	8,422874	8,432077	8,489891	8,526171	8,533166	8,548634	8,580157	8,623507	8,639586	8,690082	8,696806	8,749397	8,798999	8,822786	8,883537	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,412976	0,234436	7,966174	7,982574	8,090309	8,167922	8,224260	8,247423	8,291960	8,307506	8,338596	8,355802	8,461551	8,468951	8,513783	8,526873	8,535544	8,549483	8,622870	8,630462	8,637666	8,657660	8,680346	8,827762	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,272679	0,282059	7,970589	7,974589	7,981748	7,992162	8,000878	8,010415	8,038663	8,050016	8,056341	8,074991	8,128258	8,132583	8,229134	8,275733	8,320333	8,395672	8,419475	8,449121	8,520894	8,549979	8,665923	8,692027	8,797374	8,817400	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,290923	0,274369	7,955443	7,969087	7,979935	7,990811	8,003495	8,086896	8,117141	8,131990	8,143099	8,164053	8,174538	8,314600	8,373372	8,381289	8,441397	8,453393	8,585866	8,647069	8,668602	8,721985	8,805333	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,352669	0,303693	7,969757	7,977655	8,003466	8,041615	8,054457	8,078935	8,140305	8,166281	8,228666	8,327164	8,471939	8,476846	8,491935	8,506554	8,682257	8,706786	8,735139	8,777288	8,863668	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,271672	0,281237	7,962056	7,983352	7,993921	8,004847	8,011722	8,031880	8,139637	8,379999	8,416876	8,467470	8,472497	8,557472	8,607737	8,773944	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,386123	0,269559	7,973345	7,986311	7,994643	8,007554	8,030233	8,072735	8,093034	8,157432	8,210333	8,233662	8,266323	8,278052	8,284082	8,332600	8,355560	8,368249	8,407267	8,420835	8,519448	8,528071	8,536071	8,569018	8,581159	8,592812	8,621607	8,632383	8,705269	8,745442	8,795295	8,817357	8,853619	0,000000	0,000000	0,000000
8,365075	0,281572	7,965335	7,989875	7,995394	7,999036	8,017623	8,037771	8,050484	8,077216	8,115514	8,121641	8,153934	8,194577	8,212890	8,251394	8,264344	8,286349	8,322357	8,347044	8,383713	8,394612	8,437503	8,445698	8,545874	8,611239	8,619471	8,664536	8,685111	8,703948	8,711468	8,740988	8,746366	8,752477	8,760642	8,806136
8,271627	0,275339	7,952070	7,966556	7,980129	7,990465	7,996439	8,004513	8,011219	8,020349	8,068241	8,078946	8,090783	8,107339	8,114609	8,122968	8,200517	8,212150	8,224526	8,235567	8,280634	8,329521	8,398935	8,485841	8,505017	8,555957	8,597322	8,607994	8,637491	8,761237	8,800095	8,811374	0,000000	0,000000	0,000000	0,000000
