8,242147	0,297384	7,969305	7,983152	7,988519	7,995402	8,030305	8,051834	8,087569	8,129836	8,164833	8,187574	8,295600	8,541306	8,628451	8,741420	8,837105	0,000000	0,000000	0,000000	0,000000
8,233813	0,293067	7,954543	7,966747	7,980374	7,987638	7,994964	8,002406	8,017147	8,033095	8,048262	8,060768	8,136192	8,305720	8,325984	8,340493	8,506368	8,517180	8,709385	8,739437	8,815751
8,386651	0,309563	7,971935	7,983384	7,995281	8,026951	8,041390	8,215868	8,242941	8,268533	8,348136	8,408470	8,512536	8,528694	8,573666	8,683086	8,714078	8,741919	8,814872	8,887977	0,000000
8,335872	0,340075	7,964796	7,975308	7,979078	7,993133	8,008971	8,020145	8,121631	8,164346	8,454200	8,483426	8,590777	8,598971	8,620005	8,650586	8,800501	8,948079	0,000000	0,000000	0,000000
8,230681	0,204141	7,974274	7,984993	7,997149	8,108853	8,159703	8,271335	8,283450	8,318762	8,386201	8,476665	8,576108	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,227802	0,258111	7,966901	7,978466	7,990685	7,999289	8,017198	8,027735	8,071450	8,126746	8,141094	8,148673	8,266948	8,311165	8,374719	8,474134	8,495505	8,689160	8,792760	0,000000	0,000000
8,327500	0,394613	7,987374	8,006096	8,027045	8,066552	8,545340	8,783119	8,876972	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,431703	0,349723	7,925842	7,997646	8,024051	8,508989	8,539018	8,636576	8,719312	8,744493	8,789402	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,196344	0,179570	7,961978	7,972707	7,978636	7,988495	8,026685	8,042600	8,164713	8,182950	8,258134	8,266506	8,288935	8,354636	8,379061	8,392947	8,432333	8,450193	0,000000	0,000000	0,000000
8,370469	0,305154	7,960759	7,982981	8,013907	8,037268	8,153765	8,192940	8,239997	8,329471	8,382243	8,417946	8,565563	8,594369	8,610546	8,791558	8,806147	8,848048	0,000000	0,000000	0,000000
