8,267927	0,297890	7,954934	7,961023	7,971415	7,980737	7,991306	7,995852	8,004580	8,019667	8,026820	8,051665	8,056503	8,088111	8,123424	8,200790	8,209527	8,231422	8,237291	8,300290	8,358955	8,372733	8,421244	8,453151	8,529279	8,685703	8,788898	8,805980	8,811463	8,869202
8,205235	0,240761	7,952712	7,994449	8,002919	8,015088	8,022870	8,034067	8,053147	8,060308	8,073013	8,109385	8,123790	8,148583	8,208840	8,235877	8,245064	8,302506	8,463859	8,671405	8,689822	8,697000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,284252	0,345528	7,964285	8,004526	8,019326	8,042801	8,088315	8,102991	8,326384	8,758250	8,764218	8,771421	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,238559	0,291158	7,944677	7,957467	7,967272	7,975140	7,984657	7,994360	8,015880	8,062786	8,111738	8,134918	8,229930	8,265466	8,305093	8,348661	8,413902	8,544498	8,647500	8,730187	8,898496	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,329174	0,311808	7,960199	7,970198	7,982693	7,987227	7,995717	8,010910	8,040472	8,055251	8,183309	8,398520	8,432303	8,452392	8,464971	8,471525	8,509727	8,605979	8,673169	8,763841	8,809321	8,815760	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,241369	0,302686	7,962723	7,997089	8,007197	8,019595	8,048558	8,061596	8,099756	8,107620	8,160370	8,232168	8,406341	8,701834	8,769728	8,804589	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,193712	0,210774	7,974900	7,991448	7,997659	8,004318	8,021249	8,056762	8,119367	8,141846	8,163123	8,167021	8,180306	8,196388	8,212488	8,222313	8,323317	8,341294	8,622729	8,750294	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,211674	0,268178	7,974962	7,985983	7,992289	7,998914	8,017442	8,029051	8,057267	8,209788	8,306223	8,330283	8,475602	8,579161	8,794799	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,302663	0,349049	7,971843	7,982009	7,988930	7,996157	8,011351	8,017633	8,049693	8,062088	8,081078	8,247603	8,279526	8,467225	8,478563	8,570230	8,629565	8,675267	8,794911	9,144269	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,336109	0,350172	7,958227	7,971558	8,013599	8,280611	8,306539	8,575116	8,755598	8,827623	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
