8,288962	0,282418	7,969978	7,979585	7,988575	8,009395	8,054818	8,218870	8,239193	8,390547	8,403053	8,488056	8,537783	8,726074	8,750583	0,000000	0,000000	0,000000	0,000000	0,000000
8,241409	0,251520	7,960183	7,967480	7,974600	7,983562	8,006293	8,012970	8,076888	8,187490	8,231226	8,247458	8,255172	8,293303	8,314155	8,418875	8,457089	8,480757	8,677430	8,800425
8,042778	0,028345	8,016907	8,038350	8,073076	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,155254	0,242467	7,958076	7,971807	7,979415	7,986316	8,000254	8,029259	8,061524	8,112279	8,190191	8,404457	8,458368	8,711106	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,178252	0,163566	8,013877	8,020744	8,034121	8,074107	8,080698	8,098439	8,339899	8,352920	8,372307	8,395403	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,178640	0,293231	7,962084	7,972962	8,006849	8,019916	8,518272	8,591759	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,342813	0,309941	7,967621	7,978829	8,030947	8,052966	8,168562	8,252349	8,330672	8,368184	8,420360	8,480573	8,780803	8,788567	8,836142	0,000000	0,000000	0,000000	0,000000	0,000000
8,208722	0,289996	7,960466	7,974480	7,991189	8,009689	8,025888	8,030914	8,081421	8,320653	8,602581	8,635730	8,662930	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,322467	0,254068	7,999914	8,006753	8,027521	8,222156	8,260951	8,268990	8,277784	8,290856	8,500537	8,630962	8,680070	8,703106	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,209558	0,203065	7,966974	8,010107	8,135456	8,168272	8,294611	8,339000	8,552485	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
