8,439854	0,403454	8,023162	8,467782	8,828619	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,201670	0,169018	7,993603	8,022562	8,050263	8,057782	8,073503	8,250831	8,280900	8,288106	8,329056	8,372084	8,499685
8,223076	0,205636	7,988644	8,307624	8,372962	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,178284	0,281068	7,988426	7,993175	8,002648	8,006060	8,020492	8,025156	8,033025	8,396474	8,630954	8,686428	0,000000
8,323516	0,302884	8,096006	8,192811	8,235966	8,769281	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,249504	0,279791	7,980777	8,004741	8,179478	8,203474	8,399799	8,728756	0,000000	0,000000	0,000000	0,000000	0,000000
8,195106	NaN	8,195106	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,439127	0,290290	7,996879	8,193875	8,204623	8,242124	8,286086	8,324876	8,592131	8,616053	8,660781	8,809274	8,903692
8,388741	0,249989	8,018606	8,256837	8,398290	8,426306	8,453267	8,779136	0,000000	0,000000	0,000000	0,000000	0,000000
8,312594	0,183212	8,183044	8,442144	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
