8,190788	0,282213	7,957314	7,976099	7,982034	7,989698	7,995884	8,003708	8,011294	8,032819	8,045866	8,057290	8,188026	8,249634	8,268901	8,343467	8,504506	8,790730	8,846128	0,000000
8,455735	0,337529	7,973334	7,983795	8,030705	8,277964	8,418929	8,547131	8,693908	8,719154	8,757431	8,794450	8,816285	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,293986	0,311857	7,966963	7,987411	8,001312	8,016633	8,029735	8,041055	8,125535	8,155359	8,160614	8,300467	8,432298	8,481625	8,701589	8,738218	8,760121	8,804841	0,000000	0,000000
8,238333	0,259948	7,964042	7,989962	8,044295	8,066797	8,091485	8,119490	8,283078	8,352183	8,362934	8,558659	8,788738	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,227473	0,227512	7,961768	7,975397	7,987438	7,996658	8,012047	8,036100	8,061122	8,142113	8,170823	8,179815	8,234102	8,317893	8,410922	8,433993	8,469163	8,504083	8,517943	8,683129
8,200776	0,217642	7,984866	7,993641	8,007224	8,031403	8,135908	8,251820	8,434903	8,454849	8,512370	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,253255	0,299293	7,972229	7,979142	7,999570	8,012483	8,046830	8,079388	8,092453	8,132858	8,147232	8,283507	8,324612	8,401195	8,717447	8,781351	8,828526	0,000000	0,000000	0,000000
8,183510	0,216060	7,974100	7,990959	7,994868	8,016108	8,171692	8,222094	8,236812	8,263212	8,275464	8,689792	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,401879	0,297257	7,976788	8,032664	8,071150	8,103174	8,157350	8,436640	8,458812	8,512853	8,593163	8,621787	8,665803	8,773494	8,820745	0,000000	0,000000	0,000000	0,000000	0,000000
8,347171	0,333809	7,962814	7,969642	7,978225	8,001863	8,009161	8,223922	8,410593	8,426748	8,653285	8,671487	8,717827	8,724029	8,763625	0,000000	0,000000	0,000000	0,000000	0,000000
