8,292856	0,256714	7,922779	7,956014	7,965484	7,972645	7,982151	7,989647	8,004471	8,014256	8,025974	8,033990	8,043053	8,048218	8,054313	8,069437	8,077500	8,089096	8,095371	8,110310	8,117325	8,144691	8,195323	8,206113	8,221005	8,227291	8,242765	8,274796	8,283287	8,328017	8,336094	8,378727	8,385276	8,398180	8,408621	8,423155	8,446152	8,457805	8,464474	8,481931	8,494655	8,526485	8,542625	8,562096	8,591932	8,601553	8,661738	8,718536	8,738281	8,745694	8,779587	8,803875	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,367889	0,315575	7,936636	7,950670	7,968670	7,981694	8,001998	8,011517	8,020188	8,025893	8,040858	8,055818	8,061984	8,069075	8,078177	8,118395	8,136639	8,159688	8,171251	8,186095	8,201181	8,209039	8,224448	8,264871	8,271214	8,315012	8,336557	8,342003	8,360407	8,379303	8,474814	8,485075	8,620692	8,634808	8,646049	8,670680	8,708392	8,753418	8,760040	8,766542	8,780739	8,789196	8,796093	8,803473	8,815540	8,839039	8,845839	8,853185	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,304863	0,278382	7,940107	7,948313	7,954372	7,964826	7,972022	7,979323	7,987473	7,993928	8,002599	8,008452	8,016950	8,024417	8,038388	8,045175	8,054596	8,062167	8,077676	8,102686	8,111285	8,145310	8,171952	8,190459	8,208336	8,220368	8,256571	8,289152	8,336683	8,368427	8,383219	8,403366	8,414493	8,425271	8,434507	8,459571	8,481683	8,503362	8,518713	8,527582	8,539750	8,580479	8,587204	8,618972	8,666384	8,676192	8,685035	8,725572	8,752638	8,776936	8,783393	8,826809	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,331216	0,282236	7,934717	7,945120	7,951109	7,963186	7,971718	7,980294	7,984766	7,998165	8,003847	8,011988	8,017476	8,032422	8,054669	8,061086	8,082970	8,093023	8,108505	8,112528	8,119297	8,128824	8,137693	8,183788	8,189832	8,196264	8,225470	8,248976	8,256098	8,276853	8,285678	8,312652	8,330216	8,337593	8,352889	8,370990	8,390636	8,418428	8,439515	8,470953	8,478024	8,491852	8,497141	8,505490	8,532432	8,569083	8,575405	8,599322	8,642996	8,687810	8,712512	8,724410	8,742855	8,748635	8,756569	8,765635	8,778731	8,789453	8,801463	8,830497
8,297906	0,275215	7,943313	7,953977	7,965347	7,974116	7,986738	7,994630	8,005650	8,021354	8,030570	8,037127	8,053678	8,062070	8,085016	8,113312	8,126533	8,136832	8,150066	8,165695	8,179644	8,186548	8,208177	8,270347	8,295698	8,311208	8,325208	8,344590	8,407815	8,414623	8,434152	8,441898	8,454226	8,480880	8,507803	8,563353	8,597516	8,604728	8,673449	8,782542	8,788950	8,797103	8,809468	8,826086	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,338191	0,286949	7,938433	7,946454	7,958898	7,974206	7,979702	7,985930	7,993435	8,005261	8,017758	8,041023	8,050827	8,063997	8,082268	8,090718	8,103660	8,144583	8,162903	8,172250	8,194706	8,208487	8,218318	8,226134	8,233052	8,257614	8,269402	8,288410	8,303375	8,326828	8,360676	8,363699	8,370112	8,384684	8,399020	8,413377	8,423628	8,538096	8,571551	8,590582	8,624733	8,638252	8,656459	8,664411	8,703391	8,714893	8,730710	8,778806	8,794303	8,800299	8,810002	8,819430	8,857977	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,334360	0,282195	7,939899	7,951775	7,972049	7,983899	7,996534	8,001479	8,009479	8,015472	8,028612	8,037878	8,044524	8,066680	8,077512	8,090639	8,096326	8,104077	8,124685	8,135330	8,145261	8,169021	8,178437	8,183918	8,213799	8,224849	8,248014	8,253870	8,269536	8,293197	8,301578	8,318309	8,339113	8,347019	8,377254	8,397474	8,405079	8,452675	8,469730	8,484014	8,491054	8,503470	8,513239	8,537674	8,548974	8,556974	8,609933	8,658522	8,687737	8,715363	8,753420	8,764827	8,794084	8,823517	8,851374	8,861292	8,969335	0,000000	0,000000	0,000000
8,349292	0,309399	7,940355	7,952817	7,961347	7,972401	7,974610	7,985996	7,994912	8,003306	8,012081	8,022696	8,044095	8,061429	8,069826	8,082220	8,092590	8,102499	8,127752	8,139384	8,155323	8,197245	8,207796	8,228277	8,284349	8,302193	8,310642	8,321871	8,335406	8,344621	8,431513	8,449359	8,498321	8,518254	8,545863	8,588901	8,603574	8,621698	8,682969	8,695623	8,722441	8,746922	8,761785	8,770221	8,778239	8,787487	8,807525	8,824204	8,845463	8,857591	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,328052	0,282945	7,942697	7,947728	7,962587	7,974527	7,986779	7,995800	8,004829	8,013834	8,023053	8,029058	8,035225	8,044006	8,053002	8,063389	8,071295	8,083718	8,094763	8,102219	8,159973	8,165910	8,186145	8,215173	8,243145	8,277234	8,287377	8,310652	8,315813	8,326571	8,362579	8,380173	8,402249	8,427366	8,443964	8,455273	8,487584	8,511732	8,530930	8,547670	8,586315	8,626918	8,646022	8,652676	8,665665	8,674437	8,694186	8,737727	8,753610	8,770003	8,798754	8,819928	8,838412	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,328058	0,290733	7,937778	7,946288	7,951351	7,959595	7,969274	7,975041	7,985511	7,997104	8,005657	8,014251	8,023237	8,031690	8,045570	8,062046	8,070126	8,076786	8,082654	8,090983	8,106430	8,124809	8,131089	8,145455	8,159948	8,188381	8,217021	8,238312	8,246645	8,253708	8,261571	8,274167	8,280097	8,309983	8,334760	8,371235	8,384856	8,406445	8,432212	8,439108	8,468088	8,497723	8,508408	8,555303	8,559711	8,568527	8,587028	8,632636	8,643821	8,677166	8,702544	8,709774	8,730434	8,735636	8,782666	8,798641	8,808744	8,826785	8,847417	8,855126
