8,366868	0,349136	7,962572	8,103903	8,375346	8,558586	8,833934	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,273997	0,312561	7,964213	7,972812	8,062102	8,416499	8,563498	8,664862	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,239534	0,186708	7,987798	8,003651	8,071165	8,149177	8,170905	8,199002	8,264608	8,399551	8,407557	8,435699	8,545760	0,000000	0,000000	0,000000	0,000000
8,212774	0,312308	7,966070	7,971801	7,978246	7,998935	8,020549	8,027470	8,118942	8,136298	8,301287	8,406614	8,808118	8,818954	0,000000	0,000000	0,000000
8,337161	0,278360	7,967441	8,024014	8,147505	8,335501	8,420564	8,476183	8,534607	8,791470	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,110293	0,152908	7,956400	8,022779	8,028068	8,051498	8,065836	8,270667	8,376806	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,160909	0,233345	7,967826	7,980281	7,988907	8,020402	8,049698	8,063599	8,323926	8,515812	8,537734	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,193537	0,220843	7,979147	8,004307	8,018375	8,064168	8,119277	8,422980	8,445845	8,494194	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,238599	0,272612	7,960109	7,973719	7,979565	7,998526	8,007926	8,013958	8,070650	8,160687	8,285744	8,301627	8,438346	8,459294	8,487923	8,654511	8,786405
8,252359	0,301838	7,967125	7,979310	7,988476	8,000232	8,033177	8,147876	8,244605	8,412435	8,596855	8,623578	8,782284	0,000000	0,000000	0,000000	0,000000
