8,304157	0,287079	7,951270	7,962788	7,970425	7,980685	7,989636	7,997477	8,015187	8,024115	8,051281	8,110183	8,130861	8,146300	8,187410	8,204104	8,217907	8,241244	8,357023	8,430592	8,442706	8,465451	8,493468	8,522446	8,604574	8,638347	8,649205	8,685286	8,765393	8,777548	8,807645	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,342479	0,286806	7,966287	7,980193	7,986383	7,999731	8,009304	8,020404	8,035605	8,041044	8,057445	8,111344	8,138857	8,275833	8,379136	8,404978	8,447898	8,454343	8,469878	8,497418	8,559892	8,606735	8,620341	8,630819	8,639397	8,657370	8,701363	8,767182	8,787746	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,379974	0,286503	7,977749	7,996430	8,005253	8,012606	8,018235	8,056272	8,089539	8,123009	8,136763	8,163337	8,193227	8,211754	8,273590	8,291323	8,307008	8,317807	8,478103	8,499243	8,519884	8,536259	8,542086	8,571939	8,588992	8,597280	8,607635	8,655283	8,670571	8,688668	8,828709	8,883283	8,937352	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,350238	0,295272	7,966238	7,976817	7,984255	8,012087	8,051040	8,056724	8,064226	8,100106	8,113141	8,162748	8,215841	8,227732	8,243351	8,246790	8,255877	8,285057	8,326733	8,419871	8,450878	8,458326	8,531490	8,557545	8,670444	8,677914	8,748222	8,809476	8,832396	8,841972	8,869598	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,301437	0,288041	7,966906	7,974789	7,983505	7,999585	8,022058	8,035042	8,050447	8,063338	8,073591	8,089303	8,096029	8,109954	8,129041	8,152165	8,184799	8,191433	8,288634	8,349322	8,376049	8,383899	8,442115	8,466166	8,475124	8,512480	8,683908	8,758373	8,770141	8,782780	8,800473	8,831654	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,300641	0,267021	7,965728	7,976480	7,989238	8,005232	8,009236	8,017272	8,033972	8,056734	8,072721	8,082306	8,163252	8,169499	8,184257	8,219648	8,266942	8,283487	8,294871	8,322645	8,399698	8,454662	8,499472	8,504612	8,557519	8,634429	8,642504	8,700918	8,722442	8,729816	8,759000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,357447	0,290030	7,955100	7,967893	7,975942	7,990190	7,993449	8,006218	8,033731	8,052469	8,056973	8,080890	8,114490	8,162386	8,199216	8,217502	8,244197	8,290952	8,297385	8,318526	8,344605	8,352692	8,366815	8,373842	8,390634	8,419316	8,460597	8,576118	8,584599	8,611460	8,622695	8,649891	8,707832	8,721825	8,781631	8,807720	8,823517	8,831993	8,840258
8,363027	0,273626	7,961237	7,967577	7,986212	7,993336	8,002672	8,028116	8,049043	8,059896	8,160143	8,200799	8,238425	8,265095	8,269778	8,294004	8,306641	8,315269	8,331788	8,348499	8,358171	8,388539	8,397698	8,404492	8,442277	8,504496	8,514806	8,598435	8,617154	8,624578	8,689338	8,768347	8,772114	8,807739	8,822713	8,853481	0,000000	0,000000	0,000000
8,308330	0,280065	7,962839	7,981835	7,995812	8,005344	8,010816	8,019433	8,036802	8,042585	8,091685	8,128796	8,136608	8,148809	8,156675	8,202780	8,239886	8,273304	8,338891	8,350915	8,384329	8,496194	8,503793	8,521356	8,557248	8,602221	8,639387	8,667247	8,761385	8,824199	8,860392	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,252974	0,249160	7,962728	7,968982	7,975079	7,982759	7,997795	8,011052	8,016094	8,022498	8,037515	8,051283	8,068683	8,076672	8,096446	8,106400	8,120797	8,146632	8,263870	8,333280	8,339298	8,359258	8,364984	8,397138	8,417836	8,449441	8,501523	8,535362	8,547536	8,599631	8,628797	8,643148	8,819670	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
